ra,dec,m_r,z,distancia,velocidad
166.38935,-0.63579606,20.279652,0.608146,1431.958395,182443.8
166.46682,-0.38160052,20.152098,0.467277,1350.266833,140183.1
166.47766,-0.77671324,19.994759,0.425993,1255.890571,127797.9
165.70954,-0.99549193,18.609854,0.260732,663.6984448,78219.6
165.95256,-0.86826417,20.096199,0.465814,1315.951247,139744.2
165.77357,-1.1149432,20.353256,0.495965,1481.327891,148789.5
165.82235,-1.0702161,19.611223,0.394138,1052.554519,118241.4
165.85284,-0.95316726,19.953775,0.399677,1232.409394,119903.1
165.9367,-0.85073849,18.673475,1.72277,683.4315126,516831
165.7111,-1.016631,19.975965,0.398413,1245.067796,119523.9
166.12644,-0.55367956,19.054871,0.457106,814.6558866,137131.8
166.35681,-0.68473257,19.585569,0.333215,1040.192696,99964.5
166.25829,-0.74849605,19.089546,0.332475,827.76908,99742.5
166.17011,-0.07822975,19.10256,1.3429,832.7449353,402870
165.56363,-0.90576167,18.788977,0.269034,720.767839,80710.2
165.87635,-0.69736679,19.038826,0.270654,808.6585822,81196.2
165.91881,-0.5138738,20.694471,0.2578,1733.381671,77340
165.94657,-0.19334542,19.882345,0.384312,1192.52914,115293.6
165.86037,-0.11829192,19.080473,1.84551,824.3176521,553653
165.89182,-0.78802144,19.784637,0.402531,1140.059191,120759.3
165.3823,-1.0429913,19.286879,0.369836,906.5166809,110950.8
165.68087,-0.38910833,19.67734,2.49546,1085.095594,748638
165.77878,-0.72670688,19.060219,0.299649,816.6647305,89894.7
165.68711,-0.09998612,19.620502,0.387451,1057.061852,116235.3
165.79201,-0.21244379,19.186266,0.329554,865.4723547,98866.2
165.77791,-0.43231804,19.686844,0.408335,1089.855198,122500.5
165.81309,-0.25370137,19.38386,0.449114,947.9206843,134734.2
165.54573,-0.72186215,19.61652,0.347628,1055.125211,104288.4
165.60313,-0.66205818,20.202316,0.346429,1381.857309,103928.7
165.66319,-0.67561671,18.871325,1.33592,748.6261617,400776
165.67402,-0.43138579,19.904222,0.404261,1204.604275,121278.3
165.62145,-0.46304078,19.894348,0.407736,1199.139199,122320.8
165.6358,-0.41127737,19.896944,0.403926,1200.57363,121177.8
165.60111,-0.06496285,19.646147,0.386919,1069.619717,116075.7
165.46772,-0.39337486,20.515543,0.513013,1596.278264,153903.9
165.59665,-0.1840032,18.933311,0.254376,770.3040833,76312.8
165.5025,-0.70643215,18.625151,0.875897,668.3903945,262769.1
165.5357,-0.31341146,19.762274,0.403219,1128.378493,120965.7
165.57774,-0.12741216,19.902592,0.386775,1203.700387,116032.5
165.16458,-1.0828712,18.661182,0.251064,679.5734449,75319.2
165.2818,-0.98949192,18.622074,1.7408,667.4439488,522240
165.28521,-1.0640612,19.912758,0.377403,1209.348861,113220.9
165.24046,-0.88459432,17.699963,0.377831,436.5083945,113349.3
165.14066,-0.86794928,19.727026,0.391135,1110.210167,117340.5
165.21299,-0.88112613,19.902838,0.462919,1203.836758,138875.7
165.22558,-0.84400074,19.355743,0.5414,935.7257912,162420
165.11153,-0.99479674,19.754667,0.392862,1124.432527,117858.6
165.06511,-0.6466745,19.1399,0.252518,847.1883988,75755.4
165.27261,-0.53224583,19.854879,0.380308,1177.540356,114092.4
165.1351,-0.43416034,19.251696,1.5413,891.9473099,462390
164.7075,-1.1674962,19.107347,1.72482,834.5827423,517446
165.04025,-0.86263197,19.784792,0.348224,1140.140571,104467.2
164.9588,-0.91706267,20.524946,0.391605,1603.205522,117481.5
164.66233,-0.86781502,18.838501,0.268008,737.3950195,80402.4
164.77036,-0.3794198,20.363842,0.380349,1488.567045,114104.7
164.98404,-0.48082151,19.413935,0.346946,961.1407707,104083.8
164.899,-0.09757181,17.926552,0.282338,484.5185401,84701.4
164.92698,-0.38359397,19.507685,0.396992,1003.545343,119097.6
164.46996,-0.98564984,19.562517,0.46754,1029.208585,140262
164.33594,-1.1324847,19.484493,0.328941,992.8842006,98682.3
164.24771,-1.033109,19.237328,0.303464,886.0650366,91039.2
164.02891,-0.78208728,18.828066,0.335974,733.859972,100792.2
164.43465,-0.61859069,18.664461,2.16244,680.6004,648732
164.13419,-0.17811003,18.606413,5.45752,662.6475552,1637256
164.41777,-0.47890483,19.469139,0.289146,985.8884983,86743.8
164.14014,-0.73660974,20.343805,0.317012,1474.894649,95103.6
164.1781,-0.7155497,19.588909,0.759642,1041.793876,227892.6
164.69666,0.94907042,19.074818,2.32212,822.1737373,696636
164.57637,0.99978082,20.472059,0.466587,1564.630529,139976.1
164.67758,0.70810653,19.829784,0.440657,1164.010238,132197.1
164.53531,0.65852492,18.684072,2.81457,686.7748773,844371
164.3928,0.41555267,19.688183,0.34453,1090.527445,103359
164.78199,1.0509826,19.099817,1.33606,831.6936775,400818
164.76137,1.0678011,19.754446,4.09612,1124.318094,1228836
164.74582,1.1629163,20.162605,0.464719,1356.816137,139415.7
164.7173,0.3152923,19.709152,0.393279,1101.109222,117983.7
164.71937,0.15496893,19.022423,2.26934,802.5731013,680802
164.76801,0.59700141,19.543381,0.393035,1020.178578,117910.5
164.99967,0.16700478,19.963669,0.39001,1238.037501,117003
164.76176,0.06129771,19.940662,0.388951,1224.989595,116685.3
164.72763,0.067394,19.658775,0.391343,1075.858115,117402.9
165.03545,0.84106195,18.688992,2.13568,688.3326973,640704
165.13688,0.69825065,19.177454,1.53767,861.9673188,461301
164.97501,0.77990766,18.436852,2.0071,612.8728744,602130
165.01788,0.90216004,18.637508,2.02859,672.2047856,608577
165.29165,0.13335375,18.4531,0.268974,617.4758832,80692.2
165.2404,0.59575572,19.286057,0.347859,906.1735885,104357.7
165.09232,0.10579219,19.607635,0.400179,1050.816782,120053.7
165.17165,0.60888299,18.340197,2.01143,586.1913425,603429
165.27263,-0.0320377,18.634642,2.4659,671.3181669,739770
165.10009,0.03964651,19.602571,0.397718,1048.369071,119315.4
165.50041,1.1105058,19.881178,0.397458,1191.888419,119237.4
165.44955,0.17762094,20.411802,3.6878,1521.809882,1106340
165.3509,0.14866123,20.13055,0.399485,1336.934098,119845.5
165.31768,0.29431601,19.743992,0.364083,1118.91836,109224.9
165.47671,0.61891412,19.324375,0.343768,922.305928,103130.4
165.5884,0.18244593,19.23564,0.302828,885.3765192,90848.4
165.66217,0.39795703,18.206442,1.40948,551.1735903,422844
165.72575,0.02152589,19.554844,0.386554,1025.578245,115966.2
165.7614,0.15942054,18.836327,0.258389,736.6571356,77516.7
165.60956,0.59809134,18.717384,0.92805,697.3917412,278415
165.64723,0.41702261,18.709019,1.37893,694.7103993,413679
165.92987,0.48384452,18.832872,0.273224,735.4859825,81967.2
165.94417,-0.01919033,19.263191,0.331645,896.6814801,99493.5
165.80344,0.003462217,18.704481,0.27542,693.2600913,82626
165.82613,0.06858594,19.15448,0.281187,852.8958476,84356.1
165.98395,0.3767651,18.522768,0.274569,637.6077688,82370.7
165.89492,0.20220557,18.742123,1.05261,705.3823685,315783
165.67963,0.78908754,19.325665,1.686,922.8540022,505800
165.72718,0.90301374,18.858921,0.262651,744.3620101,78795.3
166.02335,0.62682294,19.694393,0.34192,1093.650611,102576
166.04063,0.10363385,19.821726,0.374438,1159.698779,112331.4
166.14424,-0.02465044,19.144077,2.39611,848.8196015,718833
165.96113,0.71187414,19.974724,0.409175,1244.356441,122752.5
