sdss_name,ra,dec,l,b,M_i,z,fwhm_CIV,fwhm_CIII,fwhm_MGII
083825.89+271519.8,129.6078815,27.25550592,197.0983781,34.39598736,-25.0158538,2.401813507,4721.478967,9695.766086,-1
161312.32+064947.2,243.3013437,6.829793336,19.52270511,38.09754334,-28.38709741,2.56497097,3630.377105,4323.98359,-1
142514.98+314904.9,216.3124323,31.81803858,51.52543813,69.09547643,-24.96281873,2.546742678,7296.425244,8901.917475,-1
120957.69+044235.0,182.4903827,4.709739449,277.3051067,65.49668416,-26.51862864,3.250861406,4015.182936,4873.908162,-1
113246.01+363308.6,173.1917199,36.55240308,178.5337615,70.87285496,-25.10673591,2.357882023,4978.441072,5997.283193,6115.481858
022454.39-001854.6,36.22663514,-0.315188841,166.7253031,-55.03369026,-26.55098942,2.74879384,-1,6593.06072,-1
152824.55-004600.0,232.1023003,-0.766675004,2.944173218,43.08696992,-26.70636419,2.85360837,3363.883187,3645.992803,-1
120244.71+020528.5,180.6863219,2.091255881,275.8973351,62.3793412,-26.99178437,3.557558775,-1,9542.019298,-1
163213.48+262841.9,248.0561943,26.47833206,45.4995319,41.14677844,-27.31457459,2.391563892,5105.838611,7779.225544,5593.372869
123718.78+395207.6,189.3282595,39.86879077,134.9951927,76.92679342,-24.75374035,2.275183439,8720.90788,9837.197533,4011.707333
105310.61+045624.5,163.2942339,4.940165838,245.8712581,54.14463313,-27.29095844,2.544679642,6262.013748,6332.382701,-1
121514.56+012932.6,183.8106854,1.492390373,282.7171373,62.93482794,-25.25421776,2.426286221,3298.459172,-1,-1
135533.55-011344.8,208.8898162,-1.229125584,334.055446,57.71518944,-24.91668355,2.114417315,4419.499434,5947.126661,5362.928617
155424.41+140048.5,238.6017338,14.01347697,25.28936913,45.48303283,-27.75890873,1.523300529,-1,-1,3525.520319
144427.85+321807.8,221.1160811,32.30218432,51.71693881,64.99677209,-26.17875617,2.638661385,6117.162677,5217.51543,-1
075640.63+130311.4,119.1693326,13.05316787,208.2687586,20.27125529,-26.02808979,2.519171953,4421.106382,5588.64033,-1
104030.20+050156.3,160.1258664,5.032311762,242.373182,51.7914294,-24.41176042,2.349300861,4778.73283,17795.5699,6606.013615
212826.04+091546.9,322.1085161,9.263045201,62.17981714,-28.83882222,-27.26922218,3.692715406,7427.557758,9116.722732,-1
153120.07+223433.8,232.8336284,22.57606183,34.76796129,53.59303234,-25.5217126,2.193345785,4317.243686,9282.328927,2918.241792
133713.19+411405.4,204.3049928,41.23484462,92.15361545,73.04508149,-26.18601998,2.568051338,4495.854913,6996.372943,-1
021642.84-002530.5,34.17851626,-0.425148319,163.9354418,-56.35095762,-26.68033976,2.879474878,2461.649002,-1,-1
150021.58+323744.8,225.0899317,32.62911756,51.97499513,61.63026871,-24.40408162,2.360042095,3366.2569,8624.996865,2873.223468
132327.03+063630.3,200.8626413,6.608443461,324.7126226,68.11602,-25.27029929,2.367581129,4886.514679,3829.444,2809.534786
075745.74+261117.4,119.4405999,26.18817912,195.13945,25.41314146,-26.20090097,2.175251484,4120.122833,6126.871519,-1
074451.38+462151.9,116.2140886,46.36443492,172.5304345,28.15580038,-24.57452934,2.60229516,4591.664226,4385.031108,-1
233740.24+010304.6,354.4177076,1.05128928,87.759425,-56.69662867,-26.30605418,2.830639124,5299.118506,5682.417579,-1
011116.60-003257.7,17.81918177,-0.549369183,133.9085735,-62.99753792,-24.91256122,2.373830318,3765.73157,9377.350155,6809.36551
140018.94+340519.9,210.0789476,34.08886755,62.32657994,73.65672264,-22.89167026,0.5589903,-1,-1,-1
154326.94+255012.5,235.8622642,25.83682164,41.0652498,51.67698299,-24.07178011,2.071925879,5587.380259,8147.887426,5898.14837
075638.60+355429.8,119.1608568,35.908287,184.64804,28.01907617,-24.09341987,2.138647318,2409.156859,9556.002073,2213.478114
080536.42+122156.6,121.401757,12.36573518,209.9062169,21.96892315,-22.887075,0.827391267,-1,-1,-1
170421.80+201547.8,256.0908513,20.26328526,40.78833159,32.27313434,-24.81421007,2.188049078,4126.538099,5490.238625,5777.58214
170613.50+203352.1,256.5562588,20.56447576,41.29819086,31.96572787,-26.55229226,2.703970671,5808.268694,8538.697249,-1
112349.66+353755.1,170.9569167,35.63199456,182.9916757,69.51989527,-26.06920272,2.278569698,3540.940377,-1,3654.21845
131935.69+393225.4,199.8987277,39.5404005,99.45519902,76.27686604,-24.92304174,2.632265091,4489.716947,7468.192422,-1
151116.39+272151.0,227.8182983,27.36417935,41.55696391,59.02308946,-25.31944704,2.303361893,2383.638844,5090.84847,7507.513582
104520.61+361034.3,161.3358877,36.1762019,186.3065452,61.82853477,-26.45955821,2.673424721,4006.265772,-1,-1
014017.04+042953.1,25.07100205,4.498101495,145.2343468,-56.24389641,-25.86833844,1.237272978,-1,-1,3462.091236
150005.45+280441.8,225.0227497,28.07830271,42.39927277,61.5646767,-24.99540054,2.31444931,5914.753011,6402.314837,5673.267594
012520.73+004017.2,21.33639188,0.671454041,140.648709,-61.0285547,-24.65058256,2.383821964,3951.527803,-1,-1
081019.06+342606.7,122.5794337,34.43519881,187.0696163,30.36629752,-25.38594747,2.718768835,5073.316062,3410.773757,-1
010703.02+091127.7,16.76260457,9.19104081,129.415897,-53.48403834,-23.86037278,1.849434614,3837.579903,7588.903519,4140.655496
023602.12-082905.8,39.00884781,-8.484964165,180.8241299,-59.02949034,-24.09333206,1.128581405,-1,4857.473578,4332.426957
001026.93-030157.3,2.612232759,-3.032610817,99.03798279,-63.98629205,-25.10452067,2.728004932,6612.543828,4660.734555,-1
153628.30+220012.9,234.1179524,22.00358362,34.39654175,52.29310457,-26.2155355,2.372286081,5762.474789,9692.517978,7149.388276
165239.71+354243.1,253.1654814,35.71197857,58.40952089,38.61860089,-25.70957981,2.836185694,4225.302611,2937.115151,-1
001458.54-013838.1,3.743917139,-1.643932666,102.4740831,-63.05828264,-25.98934031,2.565895796,-1,5386.844382,-1
015733.10+053532.5,29.38791991,5.592362102,151.4173273,-53.58282367,-26.18672738,2.289745808,5055.356723,7175.408012,5605.671756
012644.19+072537.4,21.68413926,7.427057792,138.0818728,-54.40308761,-26.53440342,2.992293596,3984.394978,-1,-1
152334.51-001426.6,230.8937926,-0.240725421,2.434620436,44.35243024,-26.47166747,2.908751249,2573.792807,7025.750567,-1
080655.81+540132.5,121.7325699,54.02569765,164.1912946,32.55644283,-25.56814606,2.345643997,5173.477755,7037.328341,-1
103326.08+001853.4,158.3586917,0.314840936,246.148981,47.38756003,-25.4090144,2.623044729,3509.85566,5871.019185,-1
130042.42+063508.9,195.1767799,6.58582402,309.468843,69.33984109,-25.02673861,1.792816639,4844.20971,7678.518379,6245.483352
105932.87+351300.3,164.8869665,35.21677678,187.255942,64.83768059,-27.28056372,3.662840843,6254.60677,5743.768251,-1
104143.33-000503.5,160.4305831,-0.084315233,248.6917558,48.6362535,-25.98880859,3.135725975,2065.559673,5803.476739,-1
013754.73+053502.5,24.47806803,5.584054414,143.6079105,-55.4109994,-24.04627762,2.141461849,4148.004385,2820.213774,4325.502691
080506.48+451537.5,121.2770297,45.26042796,174.4556364,31.45386029,-26.27362871,2.424032688,6901.028748,-1,5541.984459
081345.33+331108.2,123.438882,33.18561362,188.6783085,30.75690429,-26.24744286,2.846988916,4868.371296,5559.31918,-1
115048.75+024818.2,177.70314,2.805055756,269.5319991,61.68054905,-25.16172932,2.502376318,6954.489525,10311.64556,-1
003921.92-001930.7,9.841347868,-0.325205111,116.262817,-63.04052116,-23.76295759,1.037512898,5817.111268,-1,3540.180499
161256.33+214033.8,243.2347452,21.676074,37.60289261,44.09745141,-26.00437144,2.540696144,3933.352235,9731.62641,-1
075512.05+311657.3,118.8002298,31.2825927,189.5610464,26.46603079,-24.81511094,2.080089092,6711.714704,6216.208446,5490.85952
105708.16+414911.8,164.2840197,41.81996852,173.3203493,62.43811832,-26.0963847,2.535576344,5051.694687,5724.257218,-1
010257.25-004503.8,15.738555,-0.751057599,129.3898968,-63.47831059,-24.85440654,3.20367384,2943.128712,9239.465045,-1
172753.77+312518.3,261.9740645,31.42176297,55.12551211,30.56212508,-22.64306789,0.851902306,-1,-1,-1
221102.74+003324.9,332.7614429,0.556921544,61.96076181,-42.55722787,-25.57864209,3.372223854,4296.788347,3079.131595,-1
224948.84-001410.4,342.4535117,-0.236239397,70.51991673,-50.30484219,-24.92451408,2.311810493,5563.48195,-1,6010.223212
165639.01+332848.1,254.1625715,33.48004098,55.784238,37.44401762,-26.50899409,2.4295578,6817.110327,8487.283927,-1
122425.11+045744.2,186.1046328,4.962303295,285.5412633,66.91735401,-25.53267671,2.23846221,3837.192874,6045.596138,3461.080806
140226.63+045816.0,210.6109624,4.971130889,343.4412548,62.12114766,-26.67828722,3.716122866,2683.743501,8047.865832,-1
232903.85+001637.4,352.2660452,0.277074293,83.7242032,-56.19159951,-24.7842453,2.476517916,4243.592737,5218.760167,-1
145055.79+011928.9,222.7324621,1.324709509,355.9695133,51.45070288,-22.34694332,0.386727035,-1,-1,-1
171207.59+280431.9,258.0316409,28.07554711,50.26525229,32.9787435,-24.8005064,2.905615568,5337.973877,9395.857363,4362.013575
124425.44+360757.2,191.1060335,36.1325809,131.8952451,80.87328016,-25.98968228,2.260139942,3938.772499,4578.489854,2848.242028
003455.21+000249.6,8.730073904,0.047121269,113.9490873,-62.53618993,-23.81305162,1.698863983,2534.82378,-1,-1
135432.15+073959.0,208.6339754,7.666408128,343.3685798,65.45639631,-25.64640174,2.395312786,4957.758869,8776.84062,-1
072921.01+383332.5,112.337582,38.55902881,180.1860816,23.50475256,-24.33203628,2.168452263,4800.531453,13987.24328,2855.370852
112809.46+340726.7,172.0394363,34.12410219,186.4717237,70.81213214,-25.80366503,2.199405193,9179.823268,9570.992631,3648.910759
172539.12+304955.4,261.4130294,30.83208102,54.31763501,30.87196199,-25.6663989,2.920821428,5528.514489,4346.841025,-1
135842.71+044518.3,209.6779985,4.755087427,341.5322185,62.47225155,-26.1217891,2.470016479,-1,6171.103609,-1
135354.14+334225.9,208.4755959,33.70722062,62.79459985,75.03541759,-25.2014503,2.45113039,5911.089209,3326.739982,-1
105158.43+404931.9,162.9934622,40.82554781,176.0617227,61.89916191,-27.13609872,3.173674345,4575.082019,7493.447536,-1
080416.39+271200.8,121.0683225,27.20023202,194.5910223,27.11522207,-25.89609151,2.529716253,5660.740012,5685.352152,-1
163548.38+235054.3,248.9515844,23.84844411,42.44349418,39.67707933,-27.71076373,3.120160818,4396.072144,10933.20571,-1
235510.07+000701.9,358.7919782,0.11720825,94.24075752,-59.58291873,-24.93269908,1.454784989,4538.005736,5387.571956,5679.217239
222017.57+021618.6,335.0732289,2.271857086,65.78496849,-43.21444965,-25.91700451,2.565600872,4218.969376,5641.948757,-1
221334.93+103413.7,333.3955753,10.57047653,72.11768252,-36.28380444,-25.78150317,2.604302168,6181.826241,4799.402038,-1
162500.57+165705.7,246.2523939,16.95160611,32.88629836,39.83736899,-23.90281517,2.198925972,2224.854569,2969.337087,-1
010107.50-001132.8,15.28127569,-0.192451813,128.2658781,-62.96382983,-24.26417196,1.273792982,-1,5633.645615,7888.489887
013554.98+012943.2,23.97910454,1.495351353,145.2139836,-59.43843838,-25.99043206,2.733100891,2817.576916,4785.038405,-1
114913.06-021317.3,177.3044393,-2.221480621,273.4230407,57.04218371,-25.1408796,2.887517214,2321.053445,2334.819728,-1
094741.22+370209.0,146.921768,37.03584574,186.6786145,50.23860721,-22.81774251,0.711486459,-1,-1,-1
152523.27+290252.1,231.3469938,29.0478062,45.38021019,56.14032599,-25.97909383,2.343091726,4161.496886,5478.400247,4417.827847
220153.76+083241.3,330.4740385,8.544820954,67.84646332,-35.61392924,-23.36684811,0.796315074,-1,-1,-1
014043.67+120949.7,25.18198598,12.16381225,141.4458585,-48.92799831,-25.62534764,2.573922873,2967.796837,3084.737284,-1
162344.43+224625.4,245.9351424,22.77374456,40.0408006,42.02808547,-27.83481198,2.579730272,-1,6120.827767,-1
102357.49+420229.1,155.9895544,42.0414416,176.8194274,56.52482227,-24.89201088,2.309290648,6314.244469,5336.356775,-1
131626.58+390752.7,199.1107785,39.13133091,101.0274349,76.91402693,-26.46799142,2.430431366,3301.676447,5024.933148,-1
072045.68+395217.8,110.1903622,39.87161902,178.2928497,22.3011094,-24.59133821,1.020174026,-1,2901.068967,3008.630996
021405.12+054426.3,33.52136168,5.740656884,157.290664,-51.53208481,-24.86460232,2.565601587,2915.077388,10019.71985,-1
173310.57+262904.5,263.2940816,26.4846092,50.07941968,28.04160775,-26.47750991,2.175177574,6663.678991,7829.299821,7342.714632
110043.09+353013.8,165.1795487,35.50384714,186.48074,65.01494323,-25.95310469,2.383219242,6238.643851,6470.502719,3554.957765
013429.55-001648.7,23.62314227,-0.280197132,145.7629122,-61.22883021,-25.88612471,3.065804482,6091.625745,5343.790252,-1
074348.14+143853.0,115.9505992,14.64808255,205.3677081,18.07974952,-22.13541108,0.484956592,-1,-1,-1
022524.60+013229.7,36.35253472,1.541599949,164.9701729,-53.48035635,-26.77600648,2.72494936,4799.0315,5381.522706,-1
082837.38+180743.8,127.1557759,18.12885932,206.4364034,29.33362518,-26.65008188,3.427611828,5588.983401,6307.409229,-1
082058.78+422223.0,125.2449249,42.373072,178.3159365,33.89767617,-24.28441417,2.407648802,3858.681874,-1,-1
101239.25+402116.5,153.1635814,40.35458928,180.5300239,54.79630555,-24.60183987,0.947626531,-1,-1,-1
024034.90+042729.5,40.14543747,4.458209606,166.9369459,-48.86145866,-24.97120425,1.010717988,-1,4840.620423,3316.222792
105006.05+425516.9,162.5252113,42.92137877,172.2525379,60.81207898,-27.0671579,2.321897507,5020.45262,11403.98728,4180.168402
102930.91+385547.8,157.3788329,38.92996913,182.0168893,58.24461515,-26.50111001,2.199553251,6045.742004,7377.015655,3928.10628
150750.44-003046.1,226.9601793,-0.512827583,358.416548,47.12559774,-25.79505295,2.273404837,5963.769029,6334.043855,4326.194685
025438.03+021945.7,43.65846232,2.329380669,173.0479242,-48.18550571,-24.79897153,1.889766455,-1,5432.341372,6926.673842
164452.43+181317.2,251.2184684,18.221471,36.54622236,35.87746539,-24.26620006,0.790128589,-1,-1,-1
223431.71+033645.3,338.6321554,3.612599219,70.53427298,-44.88284539,-27.47660049,3.008981228,-1,-1,-1
012231.85-015638.0,20.6327475,-1.943909686,140.7191793,-63.73669631,-22.79413332,0.856653273,-1,-1,-1
102031.32+360303.6,155.1305281,36.05101884,187.7909245,56.87191547,-24.27357597,2.482755661,3641.507815,8240.324852,-1
082457.97+295807.3,126.2415669,29.96872126,193.0342654,32.25946085,-26.68444872,2.563147306,3992.405308,4701.911608,-1
024611.46-024051.8,41.54777614,-2.68106557,176.1921147,-53.24595258,-25.43392661,2.396418333,2665.073879,2654.133837,6672.310341
150858.44+360543.0,227.2435138,36.09528602,58.69602374,59.55576162,-26.78628381,2.145462513,-1,9566.017027,9928.039641
145244.45-013438.6,223.1852405,-1.577398833,353.305222,49.05741575,-25.70669135,2.100435257,6900.890769,4159.825756,7184.518335
084238.47+143533.4,130.6603088,14.59261884,211.6994047,31.1032929,-26.04070941,2.699006557,4011.479951,7898.180585,-1
131633.40+001111.9,199.1391965,0.18665615,316.5838024,62.39074067,-25.52669028,2.051328182,4392.316439,4672.925958,2564.05935
075531.17+120406.4,118.8799114,12.06844936,209.0962294,19.60462678,-26.84323261,3.692162991,4953.281754,5440.881889,-1
080638.60+383746.3,121.6608683,38.62953159,182.1341792,30.57969112,-24.24451959,2.073988199,3809.818942,-1,-1
122851.51+382803.6,187.2146633,38.46769279,144.1512696,77.7147767,-24.20727245,2.045197964,5594.830954,12332.23531,4503.227353
091051.93-002745.6,137.7163928,-0.462670412,231.0058916,30.32838515,-25.88538529,2.228001595,6929.212748,-1,-1
143700.32+310835.4,219.2513561,31.14318697,49.15452087,66.65787478,-23.22532987,0.663287699,-1,-1,-1
152129.47+322855.0,230.3728223,32.48195325,51.52907348,57.18126275,-25.20551289,2.996029615,2184.870508,3174.300636,-1
141558.39+051957.9,213.9933325,5.332765048,349.4242075,60.33270129,-24.0191983,2.22619009,3910.429661,-1,-1
151529.06+280433.2,228.8711199,28.0759051,43.14093781,58.18974642,-25.46922415,2.462217093,6743.30015,9258.275055,-1
162557.38+264448.1,246.4891039,26.74671638,45.40606136,42.57160926,-27.55528448,2.59732151,5390.088374,6544.195863,-1
154122.19+044558.4,235.3424696,4.766227922,11.72362454,43.78583827,-26.71493693,3.579562426,4698.676761,10148.57092,-1
101256.66+370820.3,153.2360927,37.13897649,186.0834776,55.26292849,-26.08320187,2.809165478,4519.714816,5417.381497,-1
100544.72+055640.6,151.4363448,5.944636997,233.5744049,45.31540456,-22.77830848,0.453515947,-1,-1,-1
104207.69+060830.5,160.5320645,6.141826529,241.3648916,52.79852317,-24.79833952,2.15480423,4772.026223,16788.99719,-1
075759.50+103613.5,119.4979337,10.6037537,210.7768958,19.53533564,-24.0749629,2.289709568,4593.204226,2247.493291,6490.619098
172223.67+263740.1,260.5986663,26.62780902,49.39432773,30.38167844,-26.51466547,2.220805883,5389.383047,6490.089562,5626.245087
082757.95+150928.7,126.9914829,15.15798769,209.5031199,28.06253561,-25.63903196,2.896752596,6808.890881,7975.692124,-1
123649.43+050023.3,189.2059615,5.006482466,293.3404356,67.60567053,-28.08654183,1.929989457,-1,-1,3694.651056
104629.06+045333.6,161.6211228,4.892672428,244.1007771,52.851502,-24.6287446,2.597827911,4097.753776,6674.342346,-1
153941.27+174804.3,234.921978,17.80122054,28.42863818,50.22001227,-23.37862891,0.83881253,-1,-1,-1
150526.40+341503.1,226.3600144,34.25087407,55.17734738,60.46768155,-25.05507799,1.574760079,-1,-1,3481.897235
100014.56+375718.6,150.0606798,37.95517866,185.038418,52.6887417,-23.83494975,0.698817134,-1,-1,-1
150726.48+305914.6,226.8603568,30.98740463,48.56383014,60.14487042,-25.43726906,2.372643232,4519.337439,8714.574514,2406.008561
020237.04+073150.8,30.65433619,7.530804425,151.9103792,-51.29153712,-24.60349325,2.383604527,2377.685972,4221.219058,-1
075654.85+345503.6,119.2285427,34.91768198,185.7476552,27.818385,-25.348834,2.634006739,4663.863048,9368.031409,-1
012510.94+042636.0,21.29559875,4.443350644,138.6811845,-57.39292225,-23.22214379,0.796804309,-1,-1,-1
163523.55+185104.5,248.8481577,18.85126465,36.30165782,38.20318232,-25.05337063,2.004642248,2572.025938,4711.557079,3757.723976
163738.67+171511.5,249.4111455,17.25321723,34.65306842,37.13660729,-25.6347294,2.473847866,3435.679258,7614.2833,-1
105439.31+390429.9,163.663833,39.07498292,179.2924764,62.94443069,-24.3286599,2.676201582,3161.330419,6265.256082,-1
123924.16+394249.1,189.8506866,39.71365141,133.4073647,77.1687997,-24.39755051,6.036863327,3689.926415,5248.482296,-1
124057.27+381150.3,190.2386393,38.19730686,133.5132779,78.71470122,-26.99221505,2.182402372,5097.701595,5266.367702,3344.296911
130058.75+020622.3,195.2448019,2.106195608,308.5531488,64.87375498,-25.98632138,2.190932274,3350.517773,5113.063761,3652.68911
151409.10+305544.6,228.5379355,30.92907279,48.53384567,58.70518775,-25.94993204,2.656020164,3988.932676,8907.519852,-1
163820.04+220620.6,249.5835129,22.10572296,40.51531892,38.60961708,-28.67925888,3.071451902,4724.676505,5156.044684,-1
012747.28+002239.0,21.94701285,0.377508283,142.0314779,-61.13904769,-23.65456928,1.036784053,-1,3372.321113,3618.187295
220627.60+002955.6,331.615003,0.498792586,60.93612489,-41.69691358,-26.21739307,2.189800978,5086.168326,11279.30526,6488.897382
105342.79-022732.7,163.4283218,-2.459092866,254.4727587,49.01260654,-26.47435594,2.927262545,2624.372319,4611.121238,-1
221642.81+164528.6,334.1784119,16.75795505,77.88439241,-32.26112497,-25.10988666,2.687126875,7359.422677,9031.603983,-1
115804.15+021012.6,179.517293,2.170177221,273.5562274,61.95913797,-24.65592395,2.432416201,6947.510275,5743.123608,-1
161127.00+270820.9,242.8625267,27.13915932,44.95199758,45.81186394,-27.23309813,2.684621811,5794.707808,6297.004322,-1
154015.27+170158.0,235.0636269,17.03280131,27.39522352,49.81040145,-24.60028082,2.489223719,4525.341825,-1,-1
121556.04+330902.3,183.9835016,33.15064627,172.6488402,80.25058009,-25.52363234,2.146870375,3703.524874,3895.651362,4949.634443
215002.02-010938.4,327.5084434,-1.160690609,55.96151794,-39.38717063,-25.96568586,2.426165104,3611.266693,2785.628577,-1
014620.54+090659.0,26.58558465,9.116413981,144.9833646,-51.38927028,-26.41129306,2.776315451,3116.476263,3410.17322,-1
141839.99+314244.0,214.6666287,31.7122427,51.74765757,70.49664254,-28.00520835,4.83863306,6768.203158,-1,-1
160502.08+064236.3,241.2587077,6.710105343,18.09890876,39.8013345,-26.01023301,2.660103798,3711.926926,4371.968958,-1
141644.38+390746.5,214.1849384,39.12958366,72.38424736,68.57117162,-24.10076793,0.735111892,-1,-1,-1
135057.90+334336.0,207.7412745,33.72669371,63.79107103,75.5918852,-26.66717601,2.457680464,5420.102909,8853.017266,-1
124350.08+410327.8,190.958684,41.0577475,128.8589132,75.98288597,-25.05103111,3.246471643,3637.632681,3576.77335,-1
165047.83+231006.0,252.6992916,23.16835256,42.88796023,36.19147448,-25.29223244,2.382516146,3530.741893,9347.966154,-1
115119.30-000221.9,177.8304185,-0.039436603,272.476264,59.23040113,-24.33361171,2.194622278,5780.304303,-1,2631.033066
012959.42+074551.8,22.49759459,7.764413844,139.2765245,-53.87939878,-23.5075129,0.563226104,-1,-1,-1
094252.87-000009.8,145.7202944,-0.002736798,235.8701794,37.25515973,-24.49142458,2.298214674,4929.505224,-1,3761.365999
100154.98+415336.1,150.4791011,41.89338684,178.5322162,52.5476246,-25.97039994,2.762754679,4259.228815,4573.152675,-1
103911.14-024059.8,159.7964221,-2.683286312,250.776238,46.36149022,-26.11499238,2.253119469,4445.991351,5689.158657,7589.375519
132659.74+403930.2,201.7489195,40.65839473,96.72014629,74.60904052,-23.86248967,1.485553622,4510.979622,4750.969143,3926.38506
144127.54+032541.3,220.3647782,3.428146902,355.686241,54.61157775,-27.61666797,3.559252024,4745.30694,6989.444589,-1
132904.48+383449.4,202.2686955,38.58040178,90.78277068,76.10331399,-25.20961883,2.244751453,2798.252971,8841.947919,2072.269215
022222.21-005853.9,35.59256414,-0.981656831,166.5664736,-55.94915418,-25.46032047,2.388619423,4368.829947,7103.125363,-1
215505.44+082727.7,328.77269,8.45770333,66.39526759,-34.41956086,-23.17983513,0.828454256,-1,-1,-1
021634.25+011353.7,34.14272237,1.231585863,162.1974636,-55.01441106,-23.59942683,1.047203541,-1,1510.223221,7228.894257
231701.01+003205.6,349.254226,0.53490436,79.71321196,-54.21596308,-26.56835725,4.691812515,3340.534182,-1,-1
220642.13+091127.8,331.6755735,9.191072085,69.42796362,-36.04158933,-27.15952107,2.440589428,4610.421411,6436.946335,-1
092059.54+002435.5,140.2481035,0.40988299,231.7340502,32.93348465,-26.79990867,3.175882339,5120.400041,4201.168295,-1
101138.61+344739.7,152.9109048,34.79438764,190.211759,55.13430182,-23.1632683,0.787892818,-1,-1,-1
075148.19+120413.5,117.9508058,12.07043199,208.6909299,18.78062011,-26.57308548,3.059864759,4183.07218,2922.863785,-1
145907.19+002401.2,224.7799724,0.400346242,357.1696075,49.33865044,-28.89134415,2.992000341,6812.310109,7629.70232,-1
080128.89+113809.7,120.3703823,11.63603302,210.166078,20.74760191,-24.38589584,0.828221679,-1,-1,-1
145354.31+351009.8,223.4763186,35.16941503,57.67284813,62.71603738,-23.89380008,1.619570732,3182.901011,4646.583664,3145.72779
220651.38+092710.7,331.7141071,9.452975945,69.69458889,-35.88839037,-26.49528575,2.913556337,3088.423482,5032.54955,-1
214256.76+081309.9,325.7365001,8.219422105,63.84572148,-32.28709359,-22.50840845,1.148827553,-1,5379.034164,5597.240323
024512.12-011314.0,41.30051904,-1.220566057,174.1999686,-52.38302106,-26.90899167,2.462564707,4733.692428,6533.322508,-1
151747.44+011919.2,229.4477071,1.322010939,2.827246957,46.46360228,-27.7554085,2.687670469,3531.352143,6209.362463,-1
131013.91+393202.5,197.5579727,39.53403115,106.6301618,76.9933614,-22.63689301,0.682218373,-1,-1,-1
125011.07+050233.8,192.5461613,5.04272233,302.1018874,67.91245007,-25.1819465,2.82084465,3050.444591,5466.546415,-1
125810.78-014253.4,194.5449192,-1.714839611,306.420742,61.1112307,-26.92996347,2.832761765,4750.275771,5733.811799,-1
091714.92-004632.1,139.3121686,-0.775609464,232.3141605,31.50502818,-24.42519093,2.301348686,3219.308988,7984.136431,-1
025516.69-015703.1,43.81954826,-1.950876608,177.8954943,-51.10230998,-26.63637565,3.619843245,2130.560505,2112.088567,-1
083318.36+482338.0,128.3265207,48.39389322,171.1704777,36.51679502,-24.92217776,2.250871181,5032.113215,10665.44134,3560.307654
110305.97+010731.5,165.7749144,1.125426034,253.4048163,53.2440003,-24.99142819,2.730741978,3885.326627,4527.212966,-1
105703.53+350705.8,164.2647316,35.11829908,187.6990629,64.35570668,-23.14735188,0.77418828,-1,-1,-1
142959.65-022139.5,217.4985512,-2.360983641,345.6717216,52.13744299,-25.85868626,2.490161419,4824.510081,4125.166302,-1
104629.64-025114.5,161.6235133,-2.854053942,252.8752461,47.50414159,-26.2056545,2.390454054,5704.669407,5849.323713,5226.537902
082830.05+403429.2,127.1252165,40.57478386,180.703071,35.05791963,-26.22763435,2.295639753,3858.654481,4599.963432,2413.01214
213548.34+045755.0,323.9514351,4.965284407,59.50895207,-32.90859749,-25.09871708,2.390967131,2884.886527,9847.269621,3322.029817
074649.95+330116.5,116.7081391,33.02125716,187.1355333,25.28390905,-24.45905539,0.859683692,-1,-1,-1
080825.87+163829.6,122.1077949,16.6415581,205.9451791,24.3112551,-26.26261199,2.569624186,5139.250378,7470.575279,-1
151100.79-023717.5,227.7533228,-2.621540754,356.9890557,45.10164281,-25.67705828,2.383791208,4801.94911,6107.998101,4534.382923
083816.58+394527.5,129.5690975,39.75765261,181.9932542,36.80834112,-24.10932448,1.02917254,-1,19930.08191,6699.928133
141530.14+375425.5,213.8756146,37.90709392,69.63675831,69.3326235,-25.3058825,2.69460535,3294.595806,6610.246331,-1
101812.37+401210.9,154.5515767,40.20305256,180.4673477,55.86539948,-24.13984763,0.888065934,-1,-1,-1
084736.68-001406.3,131.9028585,-0.23510528,227.3656951,25.47957477,-25.59987297,2.246367931,3099.721101,6018.09539,5481.796938
213125.96+040407.2,322.8582015,4.068678248,57.88152994,-32.56549419,-25.84505,2.365530014,4576.333871,5111.313182,2532.980485
023519.00-011110.2,38.8291898,-1.186167245,171.1327003,-54.03637455,-26.71687369,2.520305634,5096.147734,9255.156102,-1
133901.56+373421.3,204.7565075,37.57260555,82.0945456,75.53019875,-25.35181264,2.659326553,4525.079365,10788.57712,-1
075029.23+410604.8,117.6218021,41.10134856,178.6077877,28.07640106,-26.1018054,2.233351946,4798.183964,5191.958207,-1
131332.73+011714.8,198.3863984,1.287457229,315.4480973,63.62068095,-25.02345938,2.293791771,2167.229795,5392.402057,4372.600705
153751.50+232446.3,234.4646204,23.41287334,36.75861016,52.3609354,-22.66876307,0.627823532,-1,-1,-1
133833.01+361551.9,204.6375588,36.26442946,78.2676274,76.45963347,-25.52451076,2.555957794,6867.735935,8005.334972,-1
151204.03+052331.0,228.0168102,5.391948786,6.296374423,50.10842704,-26.49328575,3.022171974,6758.046845,9533.440643,-1
102445.92-022623.8,156.1913432,-2.439947998,246.9891893,43.93222623,-22.13919381,0.549167514,-1,-1,-1
125629.41+031549.1,194.122542,3.263650564,306.0463309,66.10484209,-25.07290607,2.165744305,4472.866684,3678.245839,2798.0349
081224.97+215607.8,123.1040487,21.9355226,200.8615323,27.12959746,-22.81296354,0.678794503,-1,-1,-1
