ra,dec,longitud,latitud,u,g,r,i
148.27663877,0.75222679,236.97001712,39.7779625,21.955616,20.970745,20.435884,20.306513
148.28527323,0.65696863,237.07723983,39.72944909,22.214943,22.044323,21.220104,20.60894
148.28429623,0.6575642,237.07586938,39.72900301,21.539249,24.847326,21.908016,22.514463
148.28571026,0.71528309,237.0159574,39.76380921,23.038046,23.977613,22.190903,22.554373
148.28607245,0.78171081,236.94597225,39.80280029,22.684032,24.433575,24.16856,24.131653
148.29297481,0.64047172,237.10050172,39.72607696,21.698807,20.726709,19.93825,19.623535
148.29444303,0.82198357,236.90967888,39.8330472,21.935009,19.520901,19.169254,18.867275
148.30413853,0.70034407,237.04572413,39.7700716,20.974873,20.675234,19.887556,19.790428
148.31231828,0.65516587,237.09966478,39.75035887,21.553841,20.241686,19.592005,19.340427
148.33603803,0.62951883,237.14475923,39.75464278,20.123644,19.725168,18.972017,18.66568
148.3737173,0.68750505,237.1121241,39.81908657,21.312893,20.931656,20.561201,20.608524
148.37244554,0.68801298,237.11062071,39.8183502,22.21382,21.03558,20.395386,20.32708
148.37168682,0.68715312,237.11095274,39.81723251,22.083857,22.837416,21.39629,21.356224
148.382744,0.64942851,237.15922609,39.80418001,21.292786,20.459274,19.707924,19.237494
148.38435912,0.64990884,237.15994616,39.80577189,22.193913,22.637262,22.129791,21.237448
148.3830734,0.65931222,237.14903266,39.81022077,21.566425,20.533571,19.997997,19.752338
148.38380319,0.66882289,237.13953708,39.81636754,21.879084,21.70887,20.6366,20.064547
148.24868089,0.64132823,237.06600538,39.69060631,22.904325,22.519024,21.147249,20.250092
148.24887735,0.63048446,237.07759945,39.68443985,22.047029,22.245977,20.311974,19.803011
148.24894172,0.78343089,236.91602761,39.77361269,24.587807,22.406666,22.156116,21.411484
148.25005076,0.80960478,236.88916647,39.78974328,24.583916,22.917641,23.592808,24.32295
148.25053199,0.70362459,237.00161691,39.72843054,24.012465,22.240438,21.093109,20.81896
148.25079005,0.64527776,237.06343556,39.6946228,23.651821,22.925657,21.989733,21.839193
148.2522383,0.63934478,237.07079589,39.69233849,24.247305,22.055895,20.539553,20.10619
148.25324667,0.79550013,236.90651521,39.78413649,25.112892,22.148911,22.211796,21.873346
148.25507433,0.64604399,237.06587395,39.69855009,21.881361,21.3027,20.226347,19.713886
148.25506969,0.71638467,236.9915701,39.73955318,21.744392,22.007631,21.865376,21.463467
148.2565365,0.67648214,237.03484142,39.71748843,23.673456,22.704746,23.25848,22.495731
148.25687034,0.72983442,236.97871752,39.74885239,22.273911,22.503973,22.172392,21.745823
148.25627627,0.74452105,236.96273921,39.75692379,25.053932,23.088806,21.690269,20.860146
148.25897725,0.79326278,236.91322172,39.78749494,22.543907,21.702917,20.741375,20.241554
149.09749572,0.6776211,237.67732554,40.39962155,24.349396,23.759382,22.646061,22.229082
149.12861141,0.72438382,237.65172323,40.45230018,22.895586,23.616604,23.689476,22.483404
149.13276626,0.76228009,237.61465802,40.47795428,22.514397,24.998959,24.028671,22.050396
149.13643445,0.63115774,237.75674856,40.40371291,25.117893,22.915375,23.732637,22.31621
149.1390761,0.68056605,237.70635759,40.43496022,22.735781,24.637608,22.009775,20.749464
149.14059061,0.6866058,237.70111612,40.43974153,22.223047,23.689682,23.7649,22.768696
148.08334576,0.70539127,236.87333099,39.59353489,24.620544,23.028625,24.776381,23.189169
148.08431817,0.81947578,236.75351443,39.66061559,22.341385,22.645987,22.042351,21.796194
148.08722563,0.66925122,236.91440043,39.57566462,21.733734,22.244284,21.384617,20.609623
148.08778138,0.64012037,236.9455465,39.55915935,22.467764,21.774452,20.948044,20.452513
148.08819729,0.73616501,236.84449678,39.6153759,24.833029,23.796219,22.845428,23.205408
148.08832901,0.72938554,236.85175654,39.61154197,22.912056,23.137112,22.071295,21.569386
148.08910557,0.71547294,236.86703447,39.60408335,22.599384,22.605558,21.6933,20.989061
148.08956334,0.72718867,236.85500786,39.61126868,23.040474,22.492388,22.495852,21.986042
148.09138444,0.64375731,236.9444322,39.56420627,22.486109,22.666439,21.09156,20.394957
148.09166679,0.6463548,236.94190636,39.56594811,21.547768,23.154444,21.640125,20.703878
148.09393233,0.66249446,236.92659265,39.57718518,24.576944,23.591492,21.825542,21.304131
148.09260019,0.66048523,236.9277061,39.57493296,22.517742,22.410261,21.145798,20.38376
148.09240958,0.68595405,236.90068927,39.58960004,24.747095,22.568739,21.149721,20.871119
148.09537648,0.83611253,236.74425314,39.67927669,22.861231,21.536953,20.341076,19.892874
148.09531223,0.71552984,236.8716587,39.60916535,22.122192,22.235777,21.011246,20.654388
148.09744983,0.78184839,236.80320559,39.64945403,23.226368,22.015852,21.912184,21.693485
147.94924784,0.77984993,236.69369584,39.52762801,21.970327,22.465172,22.113646,21.143925
149.09257026,0.83650275,237.50464712,40.48905303,25.079615,22.417835,21.959204,21.474415
149.0930346,0.83803285,237.50337683,40.49032665,23.274937,22.681068,21.986074,21.177662
149.1017085,0.82154799,237.52761758,40.48766599,22.928152,22.745964,21.413366,21.041452
149.11121693,0.79360932,237.56468641,40.47894442,22.256943,20.068521,18.526995,17.402334
149.12700735,0.69652443,237.68007522,40.43460452,20.050179,19.086679,18.457623,18.021091
149.13884108,0.64359589,237.74541541,40.41298778,20.163467,18.344437,17.575315,17.215837
149.13963475,0.75087238,237.63209665,40.47679798,18.280876,17.282959,16.902597,16.793413
149.14163647,0.81499241,237.56544277,40.51612021,22.047684,23.531384,21.914,21.294344
149.14118613,0.81611935,237.56389525,40.51641844,24.302055,24.390129,22.410582,22.506142
149.00332317,0.81250191,237.46135142,40.40271694,24.515049,20.505228,18.918945,18.349516
149.01045504,0.67750106,237.61023684,40.32918049,21.326601,20.476229,19.451389,18.904272
149.01414373,0.80882167,237.47360334,40.40931821,22.606192,22.502047,21.683558,21.101547
149.01551664,0.82985281,237.45229367,40.4227707,22.358179,20.980415,19.383488,18.741467
149.01574072,0.83209055,237.45008592,40.42426503,24.31078,22.227612,20.660204,20.247763
149.01489671,0.83356027,237.44787188,40.42444396,22.758226,22.649427,20.725376,20.308252
149.02294034,0.67685568,237.62055452,40.33889727,20.805784,20.327318,19.122562,18.791269
149.03067718,0.66126719,237.64306278,40.33598119,21.252848,20.710461,19.32449,18.846786
149.03960192,0.82515555,237.4758561,40.43951437,23.348871,20.971813,19.2169,18.578268
149.03797299,0.82525808,237.47449093,40.43825617,22.013176,20.965422,20.138279,19.65213
149.0558884,0.67079881,237.65241658,40.3619728,24.518179,22.353954,22.333727,21.087212
149.05894155,0.7615408,237.55841544,40.41780643,23.579985,20.488449,19.257984,18.808235
149.08041932,0.63271118,237.71177286,40.35937435,20.179476,19.367737,18.448067,18.085749
149.08237832,0.82386731,237.51022664,40.47338407,22.329128,20.279879,19.311171,18.949942
149.08571705,0.67115628,237.67508245,40.3862954,25.417503,20.538935,19.455246,19.105293
149.08970904,0.81524719,237.52505693,40.47425441,21.901434,20.155109,19.126392,18.611368
149.09046227,0.68062157,237.66870385,40.39570304,24.487013,20.777569,19.335842,18.745716
149.09816679,0.6515605,237.70549937,40.3848176,26.570723,24.427332,21.75062,20.71456
149.10576245,0.79970561,237.55398805,40.47811413,21.014072,19.908344,18.96386,18.539967
149.13550264,0.83582672,237.53852555,40.52339984,20.215721,19.287954,18.616552,18.336199
149.13672246,0.83506404,237.54027984,40.52393829,24.694489,23.027374,21.594007,21.089977
149.01727308,0.63920861,237.65610954,40.31216356,24.350779,23.202364,21.814808,22.25106
149.02262296,0.6650485,237.63283527,40.33169474,22.503639,22.405518,20.517738,19.732075
149.02183149,0.66613075,237.63107687,40.3316911,22.129148,20.94689,19.800928,19.297844
149.0239109,0.6642078,237.63472122,40.33224082,23.693876,23.920732,22.098015,21.360575
149.03029756,0.83803516,237.4549802,40.43953922,21.62752,21.06238,19.48365,18.976721
149.03142437,0.83704472,237.45690236,40.43987092,22.950405,22.496477,21.139345,20.983702
149.06294387,0.79165835,237.52948754,40.43873997,26.34292,23.139252,21.355944,20.562164
149.00126543,0.77890922,237.49547632,40.38133455,25.405128,21.969988,20.549864,19.861658
148.99750994,0.78118471,237.49016416,40.37963042,22.104944,20.873947,20.122936,19.99176
149.02964349,0.69423539,237.60728496,40.35453997,21.305824,20.837839,20.318295,19.995272
149.03308871,0.69934917,237.60451626,40.3603335,21.334019,21.344915,20.471405,20.335255
149.03546715,0.70573035,237.59957805,40.36601012,23.605982,21.46583,20.354212,19.919683
149.03693184,0.66306254,237.64598657,40.34209511,20.456446,19.985762,19.270811,19.027481
149.04414217,0.82862189,237.47566868,40.44522459,25.888252,23.097631,23.752972,22.990137
149.04328622,0.82994106,237.47360543,40.44530638,21.726257,20.387585,20.085855,19.943281
149.0466858,0.73720541,237.5748124,40.39358894,21.930237,21.715343,20.974663,20.633036
149.0556279,0.76099586,237.5564372,40.41480513,22.632734,21.776768,22.421976,21.456987
149.06451926,0.69516596,237.63322123,40.38328899,22.524191,21.850035,21.086092,21.213665
149.06491825,0.69593756,237.63271079,40.38406544,21.982672,21.286901,20.577656,20.003845
149.06767372,0.63247524,237.70217234,40.34893585,22.255939,21.904682,21.769535,21.205175
149.07061065,0.75781442,237.57138348,40.42505691,22.531397,22.727406,23.916475,22.153461
149.074814,0.71905534,237.61580707,40.40566692,20.471823,19.859863,19.064283,18.798359
149.07729872,0.71925695,237.61751179,40.4077944,21.562122,20.61198,19.660795,19.275761
149.09164185,0.70796341,237.64058673,40.41274863,22.239073,23.357193,22.03068,22.177887
149.10690687,0.6539454,237.70972761,40.39328491,22.847147,24.071548,24.690235,25.613564
149.12248573,0.79470441,237.57222845,40.48870378,21.70661,20.840162,20.315464,20.070135
149.12709229,0.65253822,237.72683514,40.40876565,22.777435,22.105011,20.542879,20.057629
149.14595834,0.65129805,237.74275154,40.42327692,21.864328,20.354206,19.960331,19.933256
148.99743784,0.82864516,237.43964997,40.40742264,22.548365,21.606241,20.72543,20.472223
149.00220351,0.63666222,237.64718042,40.29848232,22.001369,22.228891,21.514645,21.397518
149.00442094,0.71257993,237.56835687,40.34492411,23.285221,23.219429,23.273304,22.571304
149.00472213,0.83724362,237.43611456,40.41836529,25.164646,22.630554,22.561363,22.188641
149.00609052,0.79966719,237.4771307,40.3974258,24.658321,21.931662,20.933107,20.994116
149.008314,0.83883028,237.43719354,40.42220465,22.974396,21.784605,21.001482,20.836056
149.00844717,0.81102975,237.46686504,40.40600181,26.541388,22.872543,22.637777,21.958332
149.00884915,0.82555201,237.45173099,40.41484829,24.434023,23.570967,22.175156,22.285376
149.00925096,0.77659122,237.50409403,40.38643691,21.506506,20.605137,19.801632,19.454733
149.00977267,0.74169919,237.54156564,40.36636577,22.89855,22.174398,20.046072,19.436518
149.0111613,0.72709318,237.55814696,40.35890706,23.238985,22.7012,21.948908,20.97019
149.01211516,0.70444839,237.5829227,40.34636821,22.946228,22.739252,21.434898,22.186962
149.01292766,0.67626826,237.61345234,40.33045443,27.037724,22.083403,21.349192,20.834772
149.01302022,0.67722521,237.61250865,40.33109198,25.489847,21.980822,21.300295,21.29249
149.01472788,0.73715344,237.55021393,40.36770411,22.249199,21.448845,20.189875,19.808926
149.01506996,0.83863702,237.44260474,40.42756171,22.730024,22.869612,21.885349,21.357594
149.01552138,0.68694516,237.60412514,40.33883205,23.88068,21.613878,20.367699,19.924261
149.03223746,0.81182696,237.48435466,40.42572972,23.036791,22.308022,20.878885,20.465038
149.03273144,0.77156367,237.52754133,40.40248753,23.095802,21.524117,20.307076,20.034435
149.03430567,0.73727188,237.5651889,40.38361285,21.678797,22.051874,21.016058,20.845753
149.03459893,0.75572463,237.54581292,40.39469384,22.493568,23.249147,21.906645,21.746584
149.03607887,0.68534694,237.62168441,40.35451613,21.31345,20.477783,19.592842,19.158424
149.03599037,0.64152967,237.6680973,40.32866003,22.941843,22.374729,21.167534,20.856737
149.0390181,0.63259833,237.67990513,40.32584921,24.642645,22.83234,21.786968,22.693752
149.03896769,0.72914937,237.57741321,40.38260998,24.786316,22.46937,21.547113,20.716984
149.03996173,0.79010061,237.51341391,40.41922604,24.247602,22.29319,21.317066,21.096996
149.0407924,0.8127237,237.48999758,40.43318129,23.960903,22.556702,22.255394,21.867411
149.04186083,0.76246277,237.54425512,40.40452813,25.947432,22.260576,20.901203,20.320618
149.04165695,0.82271647,237.4800352,40.43974706,24.227182,21.542706,19.783764,19.3978
149.04249259,0.82419842,237.4791029,40.441293,25.906605,22.112593,20.725325,20.08647
149.0436347,0.72009322,237.59063165,40.38106102,22.925985,22.748547,22.059429,21.910612
149.04394258,0.775153,237.53237419,40.41366809,24.62994,23.572206,22.159931,21.676018
149.04504281,0.72799791,237.58332411,40.38684756,23.123108,21.415243,20.099457,19.816381
149.04538193,0.63705225,237.68009736,40.33361548,24.225075,21.673464,20.759785,20.423779
149.04673262,0.83519554,237.47067236,40.4511802,23.309759,21.450136,20.382635,19.981831
149.04812415,0.81928078,237.48867727,40.44296555,24.816784,22.36659,22.339241,21.65037
149.04903492,0.68490311,237.63215738,40.36473098,25.396784,21.930296,20.446224,19.739857
149.04955304,0.80614999,237.50374577,40.43641318,22.718504,21.778805,21.325651,21.107836
149.04985991,0.75374318,237.55969281,40.40587661,23.809656,22.271368,20.166885,19.802601
149.05059922,0.82507488,237.48442208,40.44837043,22.177721,20.906391,20.207005,20.215794
149.05176021,0.6990174,237.61928076,40.37523774,20.368177,20.547173,19.407282,19.131834
149.05140027,0.75637243,237.5580873,40.40866827,25.550224,22.896471,20.908998,20.229177
149.05228704,0.63345811,237.68924196,40.3370795,21.588522,22.477077,20.555935,20.109081
149.05234629,0.80596438,237.50609782,40.43856505,22.514223,22.253458,21.339035,21.003412
149.05520219,0.79611129,237.51877919,40.4350903,22.977697,22.617603,21.848124,21.113997
149.05478011,0.78320038,237.53218109,40.42716547,24.422125,20.958271,20.490435,20.029224
149.05724166,0.8098502,237.50574151,40.44480872,21.933681,22.177858,20.059534,20.104485
149.05730861,0.66353785,237.66121731,40.35884736,24.604908,24.990208,20.406624,19.984217
149.05835808,0.69515469,237.62847545,40.37830103,25.180059,22.240595,20.185188,19.588408
149.05854462,0.80342934,237.51357543,40.44209266,22.499624,22.412828,20.963959,20.626022
149.05834822,0.81978768,237.49602389,40.45153893,22.20376,22.283195,21.61109,21.206518
149.05926203,0.82108089,237.49535398,40.45303813,22.290922,24.232695,21.421396,22.259476
149.06069501,0.71387237,237.61040762,40.39120064,21.648361,24.674625,21.962572,21.095535
149.06146207,0.68052022,237.64640545,40.37220003,24.81197,22.09568,20.602324,20.010817
149.06154589,0.67174403,237.65578325,40.36710295,22.028559,22.63773,20.998964,21.057188
149.06365963,0.63591299,237.69542487,40.34771681,23.016205,22.743795,21.459747,20.920982
149.06351314,0.81412749,237.50603008,40.45239623,24.364927,22.455755,21.48702,20.77824
149.06403504,0.6831108,237.64564329,40.37580436,22.758953,22.465559,21.058168,20.627918
149.06894903,0.72536365,237.60457695,40.40463407,22.094883,22.82074,22.716524,23.314224
149.07039102,0.65123673,237.68437364,40.36218036,21.966429,22.441177,22.678856,20.456511
149.0698404,0.67121304,237.66275438,40.37349571,20.965448,23.512022,21.903271,21.567266
149.07121102,0.67058047,237.66448434,40.37423091,26.33646,22.79817,21.734428,22.340172
149.07353068,0.66145111,237.67596352,40.37073177,22.780935,22.906683,22.416483,21.713776
149.07456574,0.70638016,237.62907513,40.39801007,23.398067,21.692017,21.00069,20.850166
149.07722229,0.68455,237.65430296,40.3873125,22.090517,21.763832,20.592907,20.200968
149.07820823,0.70327581,237.63518527,40.39912879,25.769238,22.754539,22.17746,22.161205
149.07735546,0.81724037,237.51340081,40.4654274,23.86158,22.145056,21.025812,20.075411
149.08083313,0.66063676,237.68247065,40.3761546,25.024042,22.750223,22.092478,22.044462
149.08142627,0.78015017,237.55599069,40.44693349,24.793814,22.431284,22.1397,21.42074
149.08169524,0.70930396,237.63147823,40.40549485,22.479378,22.088572,21.45013,21.503344
149.0825719,0.71742343,237.62353302,40.41098056,22.515781,21.437763,20.976358,20.717459
149.08226928,0.66828731,237.67546262,40.3818198,22.842995,22.713385,21.543274,20.83486
149.08450931,0.76342016,237.57615707,40.43959499,22.992937,22.343695,21.183706,20.886473
149.0854158,0.75256481,237.58839464,40.43394705,24.845015,22.983864,22.473621,21.987926
149.085419,0.72963907,237.61275652,40.42046768,21.2013,20.710403,20.308916,20.385687
149.08698441,0.70507917,237.64005101,40.40728537,23.568232,22.413902,22.282146,21.974409
149.08852877,0.83401984,237.50416983,40.48432389,22.406069,23.214003,21.05213,20.730085
149.09122085,0.78146129,237.56216,40.45562821,23.129501,23.452148,22.623812,22.737427
149.09156078,0.75795222,237.58741475,40.44208421,23.380075,22.546497,23.24943,22.451185
149.09279832,0.8304073,237.51131083,40.4856581,24.837353,24.202185,22.175322,21.695993
149.09342917,0.71650889,237.63289267,40.41922145,22.756828,22.277075,21.865908,21.644079
149.09574226,0.66719247,237.68703837,40.39206449,23.688904,21.421642,21.005486,20.823248
149.09676328,0.71809819,237.63378047,40.42285187,23.261858,22.863167,22.518719,21.379269
149.0957621,0.71877618,237.63228703,40.42244133,22.774023,22.155407,22.281084,22.324345
149.09716748,0.70382074,237.64925646,40.41477795,22.218782,22.466133,21.737391,21.632208
149.09736528,0.68981584,237.66427901,40.40669504,24.923985,22.72665,22.895508,22.111467
149.09725783,0.75857453,237.5911543,40.44705849,26.169912,22.955376,20.991386,20.314919
149.09798103,0.82117353,237.52513816,40.48442923,25.066835,22.441839,22.096472,21.787231
149.09849092,0.79586587,237.55245588,40.46997427,25.451523,22.305857,21.772482,21.38586
149.09935404,0.77418959,237.57617345,40.45793389,23.526081,23.016531,22.769716,21.531904
149.10251516,0.63321777,237.72831991,40.37752541,22.553947,22.016724,21.838142,20.936527
149.10437369,0.66599886,237.69497818,40.39833696,24.649158,22.740507,22.720987,22.220598
149.10590424,0.7140044,237.64519336,40.42783406,22.519596,22.952269,21.70479,21.609182
149.10693353,0.74290078,237.61528906,40.44566608,22.302822,22.089424,21.869371,21.230814
149.10861985,0.78236202,237.57464193,40.47023311,24.562794,21.853298,20.750233,20.712423
149.10969583,0.72753709,237.63374844,40.43886186,24.057037,22.504,21.363758,21.840801
149.11033537,0.65209119,237.71434674,40.39496331,22.32395,22.095819,21.32514,20.854973
149.11208832,0.70819669,237.6561427,40.42941568,24.282999,23.513386,22.055592,21.485176
149.11282657,0.78484173,237.57525508,40.47509328,23.273945,23.267687,22.416368,21.210554
149.1130347,0.80017897,237.55910218,40.48427537,24.623987,22.270981,21.823528,22.110991
149.11317811,0.63048388,237.73946728,40.38452935,22.273697,21.880424,20.695929,20.264034
149.11499605,0.78859654,237.57293791,40.47905527,23.140972,22.598553,21.71467,20.910635
149.11647716,0.80681538,237.55470124,40.49096076,24.129385,22.617538,21.288521,20.820271
149.1242188,0.83450725,237.53121213,40.51349393,25.523121,21.581936,19.954979,19.382492
149.12369343,0.83407134,237.53126969,40.51281293,24.596855,21.386896,20.900928,20.409452
149.12421144,0.77055475,237.59924615,40.47590233,23.55085,22.015127,21.067617,20.385796
149.1243522,0.7365467,237.6355059,40.45601317,23.155224,21.107943,20.408596,19.892618
149.12620002,0.77171969,237.59954457,40.47819542,22.950315,22.646231,21.970575,21.868074
149.1271614,0.78794317,237.58303368,40.4885116,22.319841,22.695265,21.759813,20.2817
148.34235399,0.70046274,237.07460194,39.80118029,24.642591,22.010954,21.344067,21.540558
148.33087741,0.68968449,237.07728228,39.78557182,24.465813,24.291332,23.045908,22.602339
148.3321922,0.70665642,237.06033952,39.79653986,25.971802,24.047804,22.065836,21.508438
148.32439672,0.69479252,237.06696387,39.78328858,25.22328,23.327003,22.453203,21.616085
148.33985528,0.68939529,237.08440386,39.79269424,24.93261,23.545681,22.412067,21.875916
148.33526304,0.68840315,237.08196626,39.78838606,24.676275,24.163502,22.376181,21.185637
148.32878496,0.83765883,236.91910296,39.87009421,23.998058,23.199932,24.035255,24.3622
148.32447321,0.82608366,236.92809694,39.85985184,26.214321,23.568508,23.502872,22.225973
148.33621875,0.82885367,236.93406872,39.87101367,22.598244,23.077293,24.796497,24.359379
148.32990788,0.83857487,236.91898347,39.87154052,22.576706,22.821066,24.376396,24.362713
148.32974062,0.83443556,236.92324267,39.86899568,23.524269,24.426825,24.797319,24.360617
148.36567198,0.79029709,236.99725512,39.87249934,24.536833,22.708572,22.203936,21.111067
148.36604733,0.74160363,237.04908271,39.84442049,26.282774,22.22961,21.213654,20.462183
148.37111262,0.74397435,237.05042083,39.84991748,25.63372,22.195625,21.558197,21.156494
148.37202396,0.73915636,237.05621141,39.8478479,24.424751,23.429672,22.891258,21.752876
148.37169264,0.75003225,237.04445105,39.85392144,23.743418,22.777098,23.574608,24.050491
148.25617243,0.6969171,237.01297821,39.72910474,23.339497,21.414961,20.57802,20.167379
148.25564754,0.69526605,237.01432509,39.72771578,26.378992,22.244043,20.957905,20.445364
148.25725667,0.69760579,237.01307214,39.73038711,23.284853,23.327162,23.53182,21.775175
148.25720958,0.66533422,237.04712551,39.71153495,22.107571,20.278696,19.462194,19.189165
148.27876926,0.63241718,237.09822733,39.70984141,19.037415,18.124926,17.546043,17.172115
148.28531854,0.77056719,236.95719279,39.79569877,19.805038,18.302259,17.423092,16.979513
148.28663443,0.77218245,236.9564807,39.79770905,22.563725,22.439592,21.787167,21.044781
148.28740163,0.65415382,237.08182639,39.72953515,21.710835,23.659317,22.033279,21.387474
148.29221751,0.71198665,237.02437639,39.76717466,19.971861,19.145239,18.62867,18.346889
148.29197688,0.74556154,236.98869213,39.78654554,21.582447,20.561335,19.709476,19.605835
148.29477271,0.67390968,237.06655199,39.74704706,21.668882,20.17469,19.020519,18.59273
149.00036025,0.81099087,237.46067555,40.39943137,24.609098,24.244652,23.21405,21.345345
149.00492258,0.63283741,237.65333254,40.29842942,22.949535,23.383194,22.28516,21.900768
149.00718201,0.73892038,237.54251916,40.36263732,24.249401,23.341419,22.384106,22.738319
149.01049685,0.70891014,237.57693845,40.34768245,25.599794,22.485991,22.637056,23.137707
149.01564257,0.66987464,237.62232971,40.32888941,26.588835,23.627546,22.237215,21.487932
149.01747544,0.81935778,237.46496634,40.41819851,22.614388,23.311543,22.348894,22.034336
149.01798517,0.83039007,237.45362467,40.42508446,22.595509,23.797531,22.592741,22.120819
149.01818538,0.78075786,237.50655319,40.39611482,24.947603,23.185436,22.427824,21.575548
149.01930808,0.70848903,237.58418168,40.35456199,24.520832,22.593641,23.608906,22.165979
149.02059393,0.79878591,237.4892457,40.40864903,25.633263,23.117832,22.313082,21.427824
149.02214835,0.73776519,237.55528681,40.3740672,22.96183,22.404259,21.730661,21.442999
149.02277597,0.83409669,237.4533732,40.43113846,27.126745,23.206146,22.549173,21.593615
149.02414572,0.66085553,237.63845775,40.33045839,23.136633,23.839531,22.561571,23.320404
149.02832454,0.73739259,237.56044698,40.37884507,24.530663,23.04567,22.282553,22.093315
149.02862343,0.70314124,237.59704557,40.35895243,24.468788,22.9995,21.85206,20.503279
149.02876556,0.79208265,237.5026725,40.41132831,22.022072,22.772299,22.12369,22.030508
149.03018641,0.65078944,237.65379695,40.32941853,24.632189,23.508495,23.001543,23.085361
149.03141737,0.68333402,237.62022257,40.34956309,22.62134,23.317303,21.862576,21.024376
149.03271794,0.74110008,237.55989772,40.38457858,24.642096,23.094435,22.107973,21.153872
149.03460077,0.83833189,237.4579815,40.44319787,22.918432,23.803234,21.967176,21.708126
149.03662633,0.73362954,237.57084838,40.38334947,21.061983,23.385376,21.676945,20.772045
149.03630922,0.7526689,237.55037894,40.39428216,22.375996,23.791779,22.083761,21.508106
149.03760384,0.68296489,237.62538961,40.35434772,20.985151,21.995108,20.710888,20.458961
149.03820274,0.82085128,237.47935554,40.43585591,25.952784,23.231565,22.945835,21.698503
149.04385137,0.7921108,237.51427682,40.42355428,23.95458,24.601896,21.923141,20.77145
149.04418321,0.81483354,237.49036825,40.43716449,26.825016,23.135529,21.870594,20.589525
149.05585425,0.81131078,237.50311763,40.44454335,26.948572,24.987505,22.428518,21.535976
149.05672052,0.77353322,237.54395508,40.42305584,24.625477,23.940722,22.587311,21.271048
149.06103108,0.63355169,237.69589779,40.34420149,24.66083,22.384228,21.853584,20.757151
149.06118755,0.71819832,237.60619398,40.39414329,22.815395,23.147238,22.200703,22.134916
149.06417052,0.75172723,237.5728799,40.41626874,25.98316,24.789564,21.781019,21.269516
149.06515618,0.82079813,237.50020175,40.45764299,22.614565,22.879229,22.867075,22.99218
149.06769958,0.6637589,237.66900951,40.36737699,23.691027,23.389791,22.16132,21.689596
149.07253894,0.77301847,237.55671115,40.43555208,24.797409,22.824537,22.305935,21.102619
149.073185,0.64462875,237.69354175,40.36054747,22.544601,23.485619,21.454636,20.580359
149.07675461,0.78886788,237.54311442,40.44827609,26.012671,23.816698,21.926849,21.422672
149.07699745,0.77240057,237.56081074,40.4387958,23.934626,24.976679,22.917585,21.514431
149.08716541,0.76151188,237.58023643,40.44062157,26.30401,22.541662,21.494581,20.815529
149.08775491,0.82306116,237.51523452,40.477262,24.676342,23.410639,22.398544,21.566738
149.0910623,0.64448654,237.70751138,40.37491025,24.516775,23.869545,23.187637,22.138437
149.0942513,0.74693393,237.60120346,40.43778206,24.986984,24.191742,22.856281,22.359648
149.10016805,0.77127202,237.57990447,40.45687694,23.57465,22.921345,21.822681,21.704065
149.10031586,0.70697056,237.6483448,40.41917698,22.807566,23.248518,21.919649,22.244118
149.10157445,0.78339079,237.56810533,40.46513784,26.063351,23.31604,22.499523,22.851892
149.10253128,0.77087825,237.58214864,40.45855722,24.401644,23.032967,21.731663,21.229858
149.10303042,0.76091545,237.59312586,40.45310371,20.018274,22.95561,21.580807,21.773085
149.10564173,0.77206476,237.58329075,40.46177034,24.801489,23.663603,21.171194,20.223902
149.11158061,0.74329869,237.61845724,40.44965821,26.408054,23.265051,22.257938,22.033493
149.11304952,0.76638608,237.59505193,40.46442376,25.785152,23.03825,22.140898,22.269827
149.11566943,0.75052327,237.61393916,40.45721395,22.992498,23.643787,22.301849,21.573235
149.12389221,0.7882402,237.58019158,40.48604225,26.637684,24.831366,22.732546,23.216093
149.12407104,0.8135843,237.55336606,40.50108208,22.626888,23.964132,22.974693,21.824228
149.12441156,0.70616315,237.66783126,40.43818028,22.264257,23.712803,22.789568,22.79635
149.12519166,0.78701633,237.5824976,40.48637383,24.409988,23.605972,22.630283,21.574562
149.12675707,0.70474499,237.67115169,40.4392416,22.175982,24.271235,22.6863,23.34201
149.1272001,0.7088592,237.66712451,40.44202172,24.464222,24.218237,23.452644,21.623446
149.12756803,0.78986296,237.58130633,40.48996931,24.41748,23.137213,22.988008,22.839455
149.13129679,0.64861121,237.73425518,40.40984891,22.805895,23.638948,22.546026,21.414646
149.13157088,0.7772017,237.59786696,40.48576321,24.443653,24.973484,22.963427,21.865952
149.13548829,0.76146069,237.61763405,40.47967393,26.034195,23.318865,22.804502,22.229868
149.14055269,0.70630102,237.68016977,40.45130831,22.682102,22.952745,22.836855,22.498325
149.1419684,0.78369699,237.59899678,40.49799208,22.272741,22.326239,21.440269,21.139236
149.14590915,0.70604518,237.68458603,40.45548657,22.358665,23.071589,21.932991,20.860973
148.9975284,0.79907661,237.47116047,40.39014704,22.831133,23.162783,21.982317,22.39699
149.00296626,0.80734219,237.46656336,40.39940054,22.499723,23.064524,22.441628,21.270523
148.35403142,0.66111664,237.12505454,39.7876996,22.747778,23.724012,22.360563,21.522264
148.35451756,0.73936835,237.04269271,39.83375144,22.341019,22.794649,21.305962,20.729774
148.3549227,0.74675312,237.03518654,39.83838583,23.038116,21.858149,20.976379,20.438057
148.3548342,0.80957461,236.96861316,39.87492083,23.055969,21.924334,21.190973,21.102776
