id,longitud,latitud,radio,distancia
#         deg      deg     kpc   kpc
 1203, 311.216, +00.763,  6.4,  5.6
 1204, 311.484, +00.361,  6.4,  5.6
 1205, 311.489, +00.394,  6.4,  5.6
 1206, 311.501, -00.464,  6.6,  5.6
 1207, 311.563, +00.239,  8.7, 11.6
 1208, 311.575, +00.239,  8.7, 11.6
 1209, 311.597, -00.634, 11.1, 14.7
 1210, 311.606, -00.638, 11.1, 14.7
 1211, 311.621, +00.296,  6.4,  5.6
 1212, 311.629, +00.290,  6.4,  5.6
 1213, 311.629, +00.278,  6.4,  5.6
 1214, 311.638, +00.301,  6.6,  7.5
 1215, 311.639, -00.627, 10.8, 14.4
 1216, 311.644, -00.379, 11.1, 14.7
 1217, 311.841, -00.218,  6.4,  5.7
 1218, 311.866, -00.237,  6.4,  5.7
 1219, 311.893, +00.087,  6.6,  5.7
 1220, 311.919, +00.205,  6.7,  7.9
 1221, 312.037, +00.084,  6.3,  5.7
 1222, 312.110, +00.311,  6.6,  5.7
 1223, 312.598, +00.049,  6.3,  5.8
 1224, 313.460, +00.192,  8.4, 11.5
 1225, 314.078, +00.484,  6.1,  5.9
 1226, 314.184, +00.266,  6.1,  5.9
 1227, 314.218, +00.253,  6.2,  5.9
 1228, 314.222, +00.273,  6.1,  5.9
 1229, 314.229, +00.283,  6.1,  5.9
 1230, 314.232, +00.273,  6.1,  5.9
 1231, 314.239, +00.429,  6.1,  5.9
 1232, 314.289, +00.431,  6.1,  5.9
 1233, 315.312, -00.271,  9.7, 13.6
 1234, 316.141, -00.506,  6.1,  6.1
 1235, 316.369, -00.368,  8.8, 12.7
 1236, 316.796, -00.056,  6.9,  2.5
 1237, 317.405, +00.092,  6.7,  2.8
 1238, 317.426, -00.561, 10.7, 15.2
 1239, 317.458, -00.533, 10.5, 15.0
 1240, 317.466, -00.524, 10.5, 15.0
 1241, 317.475, -00.585, 10.6, 15.2
 1242, 317.881, -00.068,  9.9, 14.4
 1243, 317.889, -00.065,  9.9, 14.4
 1244, 317.891, -00.051,  9.9, 14.4
 1245, 317.891, -00.059,  9.9, 14.4
 1246, 318.726, -00.222,  7.4, 11.3
 1247, 318.774, -00.150,  6.8,  2.6
 1248, 318.915, -00.165,  7.1, 10.8
 1249, 319.164, -00.420,  7.4, 11.4
 1250, 319.348, +00.018,  7.8, 12.0
 1251, 319.884, +00.794,  6.7,  2.6
 1252, 320.104, -00.510,  7.9, 12.2
 1253, 320.163, +00.797,  6.8,  2.4
 1254, 320.232, -00.286,  5.8,  8.5
 1255, 320.248, +00.442,  7.0,  2.1
 1256, 320.248, -00.278,  5.7,  8.3
 1257, 320.311, -00.176,  8.0, 12.4
 1258, 320.357, +00.154,  8.4, 13.0
 1259, 320.692, +00.186,  8.2, 12.8
 1260, 321.015, -00.526,  5.9,  4.1
 1261, 321.114, -00.273,  9.7, 14.7
 1262, 321.115, -00.546,  6.1,  3.8
 1263, 322.162, +00.626,  6.1,  3.5
 1264, 324.135, +00.237,  5.0,  6.9
 1265, 324.201, +00.118,  5.0,  6.9
 1266, 324.924, -00.569, 10.8, 16.6
 1267, 326.270, +00.784,  6.2,  3.0
 1268, 326.446, +00.902,  6.5,  2.7
 1269, 326.467, -00.381,  5.9,  3.6
 1270, 326.473, -00.377,  5.9,  3.6
 1271, 326.643, +00.515,  6.3,  3.0
 1272, 326.728, +00.616,  6.4,  2.8
 1273, 327.285, -00.576,  6.1,  3.2
 1274, 327.300, -00.547,  6.1,  3.2
 1275, 327.770, -00.345,  5.2,  4.6
 1276, 327.824, +00.118,  4.5,  7.2
 1277, 327.848, +00.017,  5.9, 11.0
 1278, 327.885, +00.148,  4.7,  7.2
 1279, 327.916, +00.155,  4.7,  7.2
 1280, 328.165, +00.587,  4.7,  7.2
 1281, 328.286, +00.464,  4.6,  7.2
 1282, 328.320, +00.435,  4.6,  7.2
 1283, 328.551, -00.499,  5.9,  3.4
 1284, 328.555, -00.535,  5.9,  3.4
 1285, 328.572, -00.526,  5.9,  3.4
 1286, 328.574, -00.561,  5.9,  3.4
 1287, 328.587, -00.488,  5.9,  3.4
 1288, 328.589, -00.525,  5.9,  3.4
 1289, 329.338, +00.148,  4.3,  7.3
 1290, 329.340, +00.122,  4.3,  7.3
 1291, 329.460, +00.174,  4.4,  7.3
 1292, 329.465, +00.207,  4.4,  7.3
 1293, 329.470, +00.206,  4.4,  7.3
 1294, 329.472, +00.215,  4.4,  7.3
 1295, 329.475, +00.226,  4.4,  7.3
 1296, 329.601, +00.060,  4.4,  7.3
 1297, 330.290, -00.394,  5.0, 10.0
 1298, 330.673, -00.388,  5.4,  4.0
 1299, 330.712, +00.173,  4.3,  7.4
 1300, 330.873, -00.368,  5.6,  3.7
 1301, 331.119, -00.496,  5.2,  4.3
 1302, 331.123, -00.529,  5.2,  4.3
 1303, 331.127, -00.481,  5.2,  4.3
 1304, 331.145, +00.134,  4.9, 10.2
 1305, 331.338, -00.365,  5.3,  4.1
 1306, 331.417, -00.353,  5.3,  4.1
 1307, 331.520, -00.075,  4.6,  5.4
 1308, 332.145, -00.451,  5.5,  3.7
 1309, 332.291, -00.092,  5.8,  3.3
 1310, 332.293, -00.105,  5.8,  3.3
 1311, 332.657, -00.622,  5.8,  3.3
 1312, 332.762, -00.595,  5.4,  3.8
 1313, 332.823, -00.550,  5.5,  3.7
 1314, 332.840, -00.542,  5.5,  3.7
 1315, 332.849, -01.498,  6.0,  2.9
 1316, 332.964, +00.771,  5.6,  3.5
 1317, 333.011, -00.441,  5.5,  3.6
 1318, 333.016, +00.762,  5.7,  3.3
 1319, 333.019, +00.747,  5.7,  3.3
 1320, 333.093, +01.967,  7.1,  1.6
 1321, 333.129, -00.439,  5.6,  3.5
 1322, 333.288, -00.398,  5.6,  3.4
 1323, 333.375, -00.202,  4.0,  7.6
 1324, 333.627, -00.198,  5.8,  3.2
 1325, 333.681, -00.440,  5.6, 11.8
 1326, 334.698, -00.090,  6.4, 12.9
 1327, 334.721, -00.652, 10.5, 17.5
 1328, 335.946, +00.032,  3.6,  7.8
 1329, 336.358, -00.137,  4.2, 10.2
 1330, 336.367, -00.003,  3.4,  7.8
 1331, 336.455, +00.043,  4.9, 11.4
 1332, 336.515, -01.479,  6.6,  2.1
 1333, 336.539, -00.197,  4.3, 10.4
 1334, 336.888, +00.058,  3.5,  7.8
 1335, 336.900, -00.033,  3.5,  7.8
 1336, 336.915, -00.025,  3.5,  7.8
 1337, 336.919, -00.187,  4.5, 10.8
 1338, 336.978, -00.007,  3.5,  7.8
 1339, 336.986, -00.005,  3.5,  7.8
 1340, 336.990, -00.021,  3.5,  7.8
 1341, 336.994, -00.027,  3.5,  7.8
 1342, 337.001, -00.029,  3.5,  7.8
 1343, 337.004, +00.322,  4.9, 11.4
 1344, 337.121, -00.179,  4.5, 10.9
 1345, 337.652, -00.050,  5.1, 11.8
 1346, 337.653, -00.180,  5.2, 11.9
 1347, 337.658, -00.161,  5.2, 11.9
 1348, 337.660, -00.183,  5.2, 11.9
 1349, 337.665, -00.176,  5.2, 11.9
 1350, 337.696, -00.069,  5.4, 12.2
 1351, 337.705, -00.058,  5.4, 12.2
 1352, 337.709, +00.091,  4.4, 10.8
 1353, 337.922, -00.462,  5.7,  3.1
 1354, 338.075, +00.016,  5.4, 12.2
 1355, 338.114, -00.193,  5.1, 11.9
 1356, 338.405, -00.203,  8.9, 16.2
 1357, 338.706, +00.646,  4.7,  4.3
 1358, 338.911, +00.616,  4.7,  4.4
 1359, 338.934, -00.067,  5.6,  3.2
 1360, 339.106, +00.152,  4.2,  5.0
 1361, 339.134, -00.377,  5.8,  3.0
 1362, 339.233, +00.244,  4.4, 11.2
 1363, 339.585, -00.104,  6.1, 13.3
 1364, 339.845, +00.300,  6.8, 14.2
 1365, 340.051, -00.231,  5.0,  3.9
 1366, 340.234, -00.368,  5.0,  3.9
 1367, 340.247, -00.372,  5.0,  3.9
 1368, 340.294, -00.192,  5.4,  3.5
 1369, 340.780, -01.022,  6.3,  2.3
 1370, 341.283, -00.352,  5.5,  3.3
 1371, 341.968, +00.225,  7.7, 15.3
 1372, 342.062, +00.417,  4.3,  4.7
 1373, 342.354, -00.046,  7.2, 14.8
 1374, 343.503, -00.016,  5.9, 13.5
 1375, 343.912, +00.116,  9.5, 17.4
 1376, 344.224, -00.594,  5.9,  2.8
 1377, 344.424, +00.045,  3.9,  5.0
 1378, 345.410, -00.952,  6.0,  2.6
 1379, 345.486, +00.316,  6.1, 13.9
 1380, 345.493, +00.304,  6.1, 13.9
 1381, 345.648, +00.016,  7.2, 15.1
 1382, 345.651, +00.015,  7.2, 15.2
 1383, 346.521, +00.087,  9.0, 17.0
 1384, 346.873, +00.330,  9.4, 17.5
 1385, 347.599, +00.246,  2.8,  6.2
 1386, 347.921, -00.763, 10.0, 18.2
 1387, 348.249, -00.970,  6.1, 14.2
 1388, 348.533, -00.972,  6.7,  1.9
 1389, 348.686, -01.035,  6.6,  2.0
 1390, 348.691, -00.825,  5.2,  3.4
 1391, 348.695, -01.028,  6.6,  2.0
 1392, 348.698, -01.019,  6.6,  2.0
 1393, 348.710, -01.044,  5.2,  3.4
 1394, 348.713, +00.328,  7.4, 15.6
 1395, 348.890, -00.189, 10.7, 18.9
 1396, 348.892, -00.179, 11.4, 19.7
 1397, 349.712, +00.112, 16.0, 24.3
 1398, 349.720, +00.121, 16.0, 24.3
 1399, 358.530, +00.056,  0.2,  8.5
 1400, 358.552, -00.025,  0.2,  8.5
 1401, 358.616, -00.076,  0.2,  8.5
 1402, 358.652, -00.078,  0.2,  8.5
 1403, 358.680, -00.087,  0.2,  8.5
 1404, 358.694, -00.075,  0.2,  8.5
 1405, 358.720, +00.011,  0.2,  8.5
 1406, 358.760, -00.030,  0.2,  8.5
 1407, 358.787, +00.062,  0.2,  8.5
 1408, 358.827, +00.085,  0.2,  8.5
 1409, 358.931, -00.038,  0.2,  8.5
 1410, 358.938, -00.030,  0.2,  8.5
 1411, 358.982, -00.030,  0.2,  8.5
 1412, 359.161, -00.037,  0.1,  8.5
