ra,dec,u,g,r,i,z,redshift,velocidad,distancia_arcmin,tipo
195.547338,28.172457,20.593,17.245,16.906,17.02,17.597,0.02988,8964.0,33.5085,galaxia
195.549769,28.173223,18.868,16.698,16.406,16.235,16.207,,,33.645,galaxia
195.553278,28.214837,16.528,15.424,15.02,14.796,14.636,0.02731,8193.0,34.7466,galaxia
195.555874,28.076684,21.365,19.095,17.663,16.702,16.174,,,32.4509,estrella
195.559729,28.101597,18.397,16.611,15.996,15.644,15.55,0.01984,5952.0,32.9451,galaxia
195.571721,28.182511,14.793,13.661,13.281,13.177,13.168,,,34.9267,estrella
195.574273,28.125582,13.809,12.265,13.569,13.232,11.613,,,34.0325,estrella
195.574276,28.225684,18.021,15.457,14.201,15.266,13.424,,,36.0251,estrella
195.575321,28.123183,18.622,15.778,14.468,14.644,13.649,,,34.05,estrella
195.578955,28.033107,18.671,17.84,17.582,17.488,17.412,,,33.313,estrella
195.579232,27.986032,17.222,15.975,15.553,15.407,15.364,,,33.1869,estrella
195.586569,27.995883,18.774,16.291,14.816,13.853,13.327,,,33.5851,estrella
195.589669,28.23077,16.8,15.158,14.399,14.025,13.757,0.01858,5574.0,36.8927,galaxia
195.590232,28.255979,17.079,15.541,14.728,14.33,14.067,0.02272,6816.0,37.5568,galaxia
195.590921,27.968602,20.751,18.09,17.002,16.617,16.42,,,33.815,estrella
195.598054,28.235714,15.75,17.397,16.739,16.776,14.817,,,37.4182,estrella
195.599698,28.078404,19.396,18.016,17.512,17.327,17.232,,,34.7545,estrella
195.604294,27.972258,20.607,18.447,17.721,17.474,17.211,0.02742,8226.0,34.519,galaxia
195.609067,28.245736,15.616,17.623,16.797,17.656,15.029,,,38.1958,galaxia
195.619797,28.121201,20.185,17.802,16.726,16.309,16.079,,,36.3068,estrella
195.629268,28.145448,20.142,18.606,17.56,17.092,16.77,0.16186,48558.0,37.1515,galaxia
195.63455,28.021377,19.599,18.161,17.355,16.957,16.787,0.16058,48174.0,36.1934,galaxia
195.634893,28.120268,18.747,17.262,16.756,16.577,16.512,,,37.0722,estrella
195.638319,28.190199,19.21,17.865,17.41,17.255,17.199,,,38.4002,estrella
195.639059,28.196649,14.372,13.031,12.578,12.418,12.369,,,38.5645,estrella
195.647449,28.176313,15.694,14.596,13.545,14.875,13.282,,,38.5977,estrella
195.648022,28.097001,32.312,32.074,17.478,16.594,29.407,,,37.4683,galaxia
195.658645,28.113662,19.383,15.964,15.391,15.123,15.344,,,38.2147,galaxia
195.660181,28.114571,17.863,15.67,14.803,14.395,14.141,0.02488,7464.0,38.3055,galaxia
195.664438,28.138113,21.771,18.955,17.553,16.759,16.36,,,38.8413,estrella
195.667029,28.041502,15.208,13.909,14.152,13.124,13.031,,,38.0038,estrella
195.670956,28.10778,32.085,32.754,17.438,16.365,18.25,,,38.7825,galaxia
195.672999,28.1363,20.576,18.309,17.148,16.653,16.35,0.16446,49338.0,39.2554,galaxia
195.679226,28.162428,20.414,18.409,17.546,17.194,17.002,,,39.9704,estrella
195.684985,28.045338,16.72,14.567,13.788,13.402,13.236,0.02076,6228.0,38.9723,galaxia
195.688595,28.063963,19.063,17.969,17.627,17.503,17.514,,,39.2859,estrella
195.692423,28.034973,19.705,18.198,17.472,17.204,17.014,0.09626,28878.0,39.3097,galaxia
195.157546,27.923216,16.198,14.668,15.75,13.977,13.927,,,11.378,estrella
195.165671,27.923934,16.614,14.903,14.134,13.688,13.419,0.02502,7506.0,11.7767,galaxia
195.168807,27.848126,19.705,17.865,17.134,16.868,16.78,,,13.9339,estrella
195.169871,27.953607,17.654,15.149,15.582,13.482,13.246,,,11.6102,estrella
195.171538,27.895,18.429,17.102,16.48,16.154,15.942,0.06098,18294.0,12.6746,galaxia
195.173371,27.803617,17.134,15.876,15.41,15.252,15.201,,,15.7917,estrella
195.173465,27.844213,13.583,12.228,11.701,11.565,11.695,,,14.2709,estrella
195.177605,27.678357,18.753,17.363,16.851,16.686,16.597,,,21.7003,estrella
195.178482,27.963083,17.239,15.576,14.794,14.4,14.179,0.02809,8427.0,11.9987,galaxia
195.178772,27.897736,18.795,17.814,17.465,17.353,17.36,,,12.9622,estrella
195.186099,27.962529,22.808,17.52,16.509,31.851,29.461,,,12.4038,galaxia
195.188355,27.747017,19.352,18.014,17.502,17.307,16.969,0.03113,9339.0,18.7699,galaxia
195.188423,27.707901,17.531,16.604,16.462,16.451,16.488,,,20.5848,estrella
195.189104,27.835489,19.004,17.568,16.838,16.526,16.304,0.02927,8781.0,15.2508,galaxia
195.197519,27.922157,17.677,16.049,15.265,14.88,14.604,0.02857,8571.0,13.4293,galaxia
195.197864,27.823367,16.945,15.286,15.845,14.511,14.44,,,16.0514,estrella
195.200426,27.955757,24.629,18.113,17.499,24.361,22.822,,,13.2003,galaxia
195.200714,27.955681,16.563,15.19,17.136,14.551,14.682,,,13.2159,estrella
195.200948,27.955737,18.624,25.114,14.881,24.362,16.585,,,13.2279,galaxia
195.206793,27.782331,15.218,16.488,16.055,33.059,14.761,,,17.965,galaxia
195.212165,27.895874,19.668,17.19,15.879,15.347,15.062,,,14.6512,estrella
195.212891,27.77646,18.137,18.066,17.291,29.862,16.947,,,18.441,galaxia
195.212901,27.742985,19.0,17.427,16.735,16.386,16.314,0.02713,8139.0,19.8335,galaxia
195.217064,27.773381,15.143,16.989,16.238,33.439,15.218,,,18.7293,galaxia
195.218754,27.80496,20.525,18.407,17.648,17.249,17.092,0.02279,6837.0,17.5992,galaxia
195.219678,27.825628,18.18,17.76,17.27,16.921,16.635,0.45362,136086.0,16.9259,galaxia
195.225501,27.783704,17.517,15.822,15.083,14.715,14.538,0.02768,8304.0,18.6679,galaxia
195.225804,27.75223,19.851,17.323,15.955,14.988,14.479,,,19.9296,estrella
195.228213,27.842008,18.702,17.102,16.377,16.028,15.784,0.02363,7089.000000000001,16.7975,galaxia
195.233046,27.898499,18.904,17.522,16.838,16.473,16.32,0.02008,6024.0,15.6436,galaxia
195.233246,27.851571,21.219,18.864,17.528,16.911,16.573,,,16.7567,estrella
195.233362,27.698965,16.893,15.609,15.139,14.974,14.902,,,22.5132,estrella
195.233588,27.790852,15.884,13.711,12.956,12.434,12.244,0.02659,7977.0,18.738,galaxia
195.240409,27.761786,18.834,18.298,17.435,17.771,17.745,,,20.12,galaxia
195.241048,27.679796,19.394,17.387,16.567,16.265,16.102,,,23.6511,estrella
195.243439,27.761209,15.113,16.054,15.553,32.659,14.757,,,20.2646,galaxia
195.244653,27.781017,17.068,15.335,15.803,14.496,14.407,,,19.5635,estrella
195.246911,27.899816,17.054,15.324,14.545,14.16,13.899,,,16.3191,galaxia
195.250268,27.807534,19.596,17.793,17.224,17.134,16.765,,,18.8787,galaxia
195.25817,27.914043,19.33,17.723,17.083,16.863,16.76,,,16.6642,estrella
195.258211,27.792368,14.927,31.463,16.238,33.829,17.568,,,19.7389,galaxia
195.259296,27.813213,18.281,17.291,16.886,16.71,16.643,,,19.0987,estrella
195.259522,27.790127,14.96,18.95,16.165,33.699,17.023,,,19.8731,galaxia
195.261621,27.841281,18.616,17.589,17.217,17.085,17.049,,,18.3775,estrella
195.262535,27.788116,14.965,18.058,16.178,33.688,16.015,,,20.0734,galaxia
195.263152,27.784566,14.954,17.114,16.076,33.482,15.5,,,20.2235,galaxia
195.266238,27.762482,15.115,15.757,15.248,28.418,14.618,,,21.1513,galaxia
195.267168,27.788092,14.938,17.3,16.393,33.714,16.161,,,20.2757,galaxia
195.267591,27.765997,15.619,14.447,14.06,14.04,13.884,,,21.078,estrella
195.270102,27.891744,19.001,17.575,16.828,16.46,16.24,0.01936,5808.0,17.6376,galaxia
195.271694,27.896658,17.406,16.141,15.715,15.592,15.559,,,17.6313,estrella
195.274214,27.845245,18.315,17.05,16.562,16.384,16.25,,,18.8707,estrella
195.274233,27.708883,19.733,18.411,17.685,17.463,17.133,0.02913,8739.0,23.5859,galaxia
195.286232,27.819971,17.621,23.435,17.573,17.272,17.628,,,20.13,galaxia
195.287748,27.808214,17.111,16.033,15.694,15.58,15.563,,,20.5472,estrella
195.288477,27.818304,17.3,15.744,14.999,14.639,14.496,0.01975,5925.0,20.2825,galaxia
195.288721,27.725481,19.135,17.785,17.291,17.127,17.039,,,23.4855,estrella
195.289102,27.692837,16.432,15.142,14.737,14.615,14.588,,,24.8228,estrella
195.292971,27.892095,17.038,15.794,15.971,15.243,15.219,,,18.7908,estrella
195.293065,27.958162,21.213,19.035,17.649,16.439,15.795,,,18.0751,estrella
195.294604,27.802887,17.214,15.668,14.917,14.532,14.317,0.02232,6696.0,21.0228,galaxia
195.296754,27.742505,19.776,18.374,17.709,17.416,17.108,0.02458,7374.0,23.1659,galaxia
195.299007,27.755191,20.97,19.12,17.765,16.643,16.014,,,22.7997,estrella
195.304344,27.796286,18.789,17.846,17.616,17.534,17.517,,,21.6695,estrella
195.30621,27.883443,16.887,15.539,15.995,14.89,14.847,,,19.6136,estrella
195.306551,27.883132,20.132,18.514,17.596,20.144,26.057,,,19.6365,galaxia
195.306789,27.914253,17.803,16.314,15.579,15.226,15.004,0.01951,5853.0,19.1734,galaxia
195.307051,27.884398,17.846,16.515,15.944,15.699,15.593,,,19.6392,estrella
195.323316,27.809071,16.336,14.628,13.819,13.398,13.126,0.02435,7305.0,22.1734,galaxia
195.330494,27.860456,18.651,17.364,16.88,16.622,16.521,0.02741,8223.0,21.2751,galaxia
195.333292,27.961016,19.524,18.124,17.492,17.18,17.077,0.02627,7881.000000000001,20.1906,galaxia
195.340682,27.916319,17.531,16.621,16.235,16.089,16.039,2.0E-5,6.000000000000001,20.9107,estrella
195.341506,27.837972,17.592,15.081,13.658,12.633,13.001,,,22.3091,estrella
195.342587,27.701971,19.948,17.61,16.45,15.927,15.625,,,26.5857,estrella
195.350405,27.946472,19.672,17.99,17.322,17.08,16.977,,,21.1638,estrella
195.357203,27.720415,18.816,17.395,16.876,16.702,16.615,,,26.5257,estrella
195.358851,27.885973,15.111,13.4,12.56,12.187,12.019,0.01825,5475.0,22.2542,galaxia
195.363373,27.779596,18.476,17.53,17.224,17.117,17.096,,,24.8851,estrella
195.365769,27.693234,20.769,19.093,17.76,17.257,16.928,0.21318,63954.0,27.8748,galaxia
195.368603,27.926544,19.237,17.66,16.923,16.596,16.371,0.02511,7533.0,22.2683,galaxia
195.36996,27.833369,19.255,17.07,16.154,15.839,15.673,,,23.8109,estrella
195.373523,27.809592,19.659,18.177,17.62,17.427,17.328,,,24.5498,estrella
195.376646,27.956477,21.1,18.615,17.221,16.533,16.146,,,22.5008,estrella
195.382517,27.8475,16.128,14.372,13.572,13.167,12.962,0.01822,5466.0,24.1355,galaxia
195.38266,27.896123,21.04,18.679,17.236,16.191,15.614,,,23.336,estrella
195.388817,27.892587,16.385,32.82,17.346,31.735,30.627,,,23.7014,galaxia
195.390628,27.877504,16.465,32.368,17.127,18.526,30.449,,,24.0135,estrella
195.391025,27.911102,18.536,17.293,16.672,16.404,16.664,0.02189,6567.0,23.5922,galaxia
195.399989,27.907166,21.303,18.779,17.421,16.224,15.612,,,24.1024,estrella
195.400775,27.749164,16.644,14.67,13.875,13.6,13.468,,,27.5152,estrella
195.402158,27.707932,18.728,17.331,16.641,16.343,16.117,0.02639,7917.0,28.9069,galaxia
195.406195,27.905975,14.656,13.521,13.136,13.017,12.99,,,24.439,estrella
195.408273,27.729739,20.58,18.3,16.937,16.067,15.598,,,28.4599,estrella
195.410311,27.75492,19.089,17.827,17.23,17.064,16.956,,,27.7826,estrella
195.413471,27.870469,20.931,18.299,17.042,16.564,16.309,,,25.2932,estrella
195.425374,27.931768,19.918,18.172,17.479,17.236,17.11,,,25.21,estrella
195.428649,27.747563,18.003,17.071,16.679,16.452,16.263,0.03542,10626.0,28.848,galaxia
195.428845,27.769482,17.413,16.161,15.755,15.623,15.589,,,28.2411,estrella
195.436773,27.930495,17.234,15.222,14.391,14.086,13.932,,,25.819,estrella
195.440543,27.754844,19.205,17.692,17.065,16.818,16.67,,,29.1955,estrella
195.442461,27.9578,18.337,16.065,15.256,14.69,14.771,,,25.9778,galaxia
195.446187,27.851224,21.444,18.984,17.497,15.773,14.855,,,27.2792,estrella
195.451201,27.728445,19.57,18.022,17.393,17.078,16.962,0.01829,5487.0,30.4552,galaxia
195.458947,27.675974,19.104,17.736,17.084,16.714,16.692,,,32.4795,galaxia
195.459256,27.893544,17.09,15.407,14.599,14.193,13.921,0.02518,7554.0,27.3429,galaxia
195.487163,27.675463,21.172,18.89,17.508,16.687,16.256,,,33.7444,estrella
195.500588,27.782713,16.995,15.466,14.943,14.696,14.498,0.02374,7122.0,31.3777,galaxia
195.502951,27.682342,18.747,17.886,17.609,17.515,17.52,,,34.2328,estrella
195.506691,27.804838,20.3,17.943,16.795,16.363,16.129,,,31.2016,estrella
195.507345,27.685284,18.52,17.121,16.602,16.413,16.337,,,34.34,estrella
195.507358,27.770729,17.406,16.01,15.531,15.373,15.329,,,31.988,estrella
195.512889,27.734009,16.912,15.62,15.192,15.068,15.007,,,33.1843,estrella
195.518084,27.69955,19.344,17.744,17.117,16.799,16.614,0.02337,7010.999999999999,34.4002,galaxia
195.52344,27.945992,18.348,15.831,14.451,13.836,13.442,,,30.3058,estrella
195.525034,27.765117,19.095,17.986,17.286,16.952,16.744,0.02414,7242.000000000001,32.9831,galaxia
195.53105,27.787431,18.906,16.498,15.251,14.313,13.868,,,32.7771,estrella
195.546315,27.685075,16.686,14.712,13.992,13.769,13.671,,,36.1333,estrella
195.562228,27.784387,17.08,15.493,14.99,14.685,14.604,,,34.3913,estrella
195.563798,27.917556,20.102,18.342,17.151,16.696,16.313,0.16136,48408.0,32.5977,galaxia
195.564245,27.940017,20.297,17.98,17.012,16.69,16.517,,,32.4893,estrella
195.570922,27.770638,16.785,15.438,15.99,14.861,14.828,,,35.1142,estrella
195.594342,27.913313,19.15,17.592,16.996,16.801,16.705,,,34.2359,estrella
195.604388,27.873057,20.599,18.316,16.9,16.101,15.653,,,35.1334,estrella
195.625568,27.873597,15.493,14.385,15.614,13.876,13.835,,,36.2319,estrella
195.626333,27.870662,19.353,17.271,16.388,16.066,15.893,,,36.3038,estrella
195.631586,27.866221,15.989,14.803,14.405,14.267,14.236,,,36.6274,estrella
195.632822,27.935536,18.186,16.805,16.094,15.744,15.51,0.02208,6624.0,36.1343,galaxia
195.636235,27.823845,17.834,16.967,16.721,16.634,16.64,,,37.4329,estrella
195.644955,27.949109,17.353,15.707,14.978,14.631,14.393,0.01928,5784.0,36.7224,galaxia
195.662679,27.828122,18.166,16.681,16.158,15.984,15.99,,,38.7296,estrella
195.671224,27.825871,21.175,18.741,17.364,16.694,16.347,,,39.2022,estrella
195.67345,27.954948,18.903,17.746,17.389,17.273,17.224,,,38.2139,estrella
194.569385,27.54002,20.177,18.064,17.239,16.971,16.848,,,33.3664,estrella
194.585148,27.514347,19.093,17.478,16.857,16.663,16.572,,,34.1149,estrella
194.585544,27.429383,18.897,17.406,16.807,16.51,16.294,0.02516,7547.999999999999,38.3991,galaxia
194.595159,27.502981,20.122,17.659,16.519,16.061,15.783,,,34.3803,estrella
194.608926,27.483822,15.213,13.215,12.533,12.355,12.282,,,34.9574,estrella
194.612159,27.422357,17.191,14.493,13.407,12.981,12.742,,,38.0708,estrella
194.613719,27.576984,16.656,14.938,14.341,14.191,14.147,,,30.1755,estrella
194.618366,27.559378,17.522,16.093,15.535,15.253,15.042,0.02526,7578.0,30.8879,galaxia
194.631666,27.67349,18.176,16.487,15.716,15.345,15.075,0.02307,6921.0,25.1,galaxia
194.632893,27.419852,17.062,15.914,15.383,15.165,15.106,,,37.6938,estrella
194.633601,27.456334,17.911,15.936,15.151,14.78,14.616,0.02342,7026.0,35.7346,galaxia
194.636304,27.419064,13.748,12.513,12.123,12.023,12.0,,,37.6547,estrella
194.637191,27.541062,20.378,18.246,17.298,16.984,16.809,,,31.2467,estrella
194.642491,27.625599,15.792,14.439,13.933,13.758,13.686,,,26.9261,estrella
194.646608,27.596408,15.649,14.113,13.499,13.185,12.97,0.02564,7692.0,28.2064,galaxia
194.649444,27.466148,21.108,16.499,16.482,30.041,29.487,,,34.8196,galaxia
194.657624,27.463954,19.228,16.36,15.72,15.642,15.72,0.02091,6273.0,34.7381,galaxia
194.657659,27.560619,20.526,17.701,16.456,15.97,15.723,,,29.6741,estrella
194.659649,27.388208,21.868,19.004,17.712,17.187,16.847,,,38.8064,estrella
194.660042,27.5441,17.758,16.184,15.415,15.039,14.747,0.01991,5973.0,30.456,galaxia
194.667016,27.387569,15.494,14.381,14.024,15.468,13.9,,,38.6862,estrella
194.6676,27.649057,14.898,13.731,13.274,13.133,13.083,,,24.9972,estrella
194.667667,27.472909,24.634,25.114,15.343,13.231,22.827,,,34.0184,galaxia
194.699438,27.661129,21.842,19.118,17.705,16.376,15.649,,,23.4146,estrella
194.701873,27.519917,18.107,16.821,16.249,16.032,15.929,,,30.685,estrella
194.707164,27.39425,19.019,16.549,15.137,14.383,13.936,,,37.5232,estrella
194.711411,27.579741,14.722,13.591,13.291,13.197,13.201,,,27.2526,estrella
194.716966,27.672107,21.408,18.695,17.204,16.264,15.758,,,22.344,estrella
194.717218,27.418334,16.554,15.25,14.681,14.479,14.364,,,35.9821,estrella
194.721161,27.410389,16.656,15.213,14.701,14.552,14.521,,,36.3581,estrella
194.731618,27.628406,17.727,15.575,15.29,14.464,14.303,,,24.1739,estrella
194.735906,27.597683,18.694,16.565,15.739,15.465,15.334,,,25.6985,estrella
194.738783,27.430938,17.033,15.393,14.715,14.483,14.383,,,34.8837,estrella
194.742097,27.594702,17.562,15.801,15.01,14.625,14.343,0.02005,6014.999999999999,25.7139,galaxia
194.743602,27.553158,17.998,16.922,16.467,16.288,16.208,,,27.9481,estrella
194.754139,27.401505,16.835,15.495,14.949,14.813,14.6,,,36.3126,estrella
194.756773,27.536928,17.954,16.752,15.951,15.584,15.408,3.11718,935154.0,28.5824,galaxia
194.764868,27.598974,18.912,17.927,17.611,17.509,17.495,,,24.9761,estrella
194.772062,27.644404,16.071,14.863,14.436,14.202,14.151,0.01813,5439.0,22.3363,galaxia
194.776318,27.493631,19.634,18.195,17.56,17.215,16.871,0.02723,8169.0,30.6838,galaxia
194.790088,27.560629,20.262,17.798,16.359,15.615,15.204,,,26.6373,estrella
194.792935,27.619857,17.837,16.109,15.347,14.971,14.715,0.01915,5745.0,23.248,galaxia
194.795468,27.563058,16.136,14.569,14.026,13.874,13.829,,,26.4076,estrella
194.798465,27.510322,18.015,16.58,16.049,15.875,15.822,,,29.3819,estrella
194.799099,27.515285,13.724,12.615,12.571,12.597,12.665,,,29.0866,estrella
194.799354,27.479077,19.503,17.112,16.063,15.713,15.537,,,31.1744,estrella
194.800444,27.490155,14.395,14.562,12.647,12.517,12.492,,,30.5178,estrella
194.80064,27.599471,16.895,15.731,15.352,15.248,15.228,,,24.2517,estrella
194.802426,27.419645,21.052,18.508,17.179,16.548,16.208,,,34.5911,estrella
194.807102,27.402569,17.028,15.17,14.379,13.974,13.707,0.01886,5657.999999999999,35.5339,galaxia
194.807764,27.636032,19.384,16.735,15.27,14.496,14.072,,,22.0601,estrella
194.814201,27.483968,21.592,19.177,17.716,16.796,16.29,,,30.6925,estrella
194.826872,27.513511,18.403,17.199,16.496,16.167,15.882,0.02015,6045.0,28.8109,galaxia
194.827255,27.593594,18.695,17.382,16.987,16.791,16.814,0.01744,5232.0,24.1569,galaxia
194.83454,27.562006,18.559,16.467,15.583,15.26,15.086,,,25.8874,estrella
194.83459,27.435237,19.105,18.364,17.59,17.27,16.795,0.02567,7700.999999999999,33.3174,galaxia
194.837889,27.593462,16.114,14.804,14.388,14.201,14.148,,,24.0148,estrella
194.8381,27.424491,19.726,17.445,16.399,16.025,15.82,,,33.9168,estrella
194.838491,27.568325,13.605,14.904,14.489,16.006,15.21,,,25.4689,estrella
194.848027,27.487229,20.049,17.914,17.009,16.704,16.56,,,30.1192,estrella
194.85021,27.603011,20.856,18.41,16.979,16.102,15.628,,,23.2994,estrella
194.85235,27.421563,19.455,16.983,15.6,15.101,14.63,,,33.9624,estrella
194.852451,27.517337,18.905,17.7,17.113,16.795,16.522,0.01965,5895.0,28.3005,galaxia
194.865752,27.636292,16.329,15.423,15.523,17.2,17.278,-6.3E-4,-189.0,21.1675,galaxia
194.865891,27.547443,20.376,18.06,16.603,15.44,14.828,,,26.3943,estrella
194.868547,27.523564,19.213,17.963,17.554,17.404,17.378,,,27.783,estrella
194.869617,27.623679,17.109,15.859,15.406,15.254,15.19,,,21.8642,estrella
194.87834,27.440179,17.656,16.697,16.389,16.284,16.267,,,32.6637,estrella
194.878757,27.588616,19.027,17.927,17.57,17.452,17.439,,,23.8436,estrella
194.890216,27.524434,18.424,17.188,16.743,16.598,16.544,,,27.5691,estrella
194.903351,27.525475,18.871,16.933,16.132,15.854,15.728,,,27.4314,estrella
194.904172,27.581347,15.954,14.567,14.119,13.953,13.913,,,24.0919,estrella
194.906837,27.531727,16.036,14.782,14.354,14.221,14.201,,,27.0406,estrella
194.914541,27.630638,19.009,16.416,14.99,14.25,13.84,,,21.0936,estrella
194.915871,27.576468,17.12,16.047,15.664,15.471,15.284,0.01671,5013.0,24.3249,galaxia
194.919569,27.585314,18.225,16.923,16.42,16.235,16.141,,,23.7805,estrella
194.922146,27.659826,17.592,16.074,15.317,14.888,14.651,0.02251,6753.0,19.3129,galaxia
194.938451,27.451048,19.935,18.33,17.496,17.067,16.706,0.12103,36309.0,31.7797,galaxia
194.941216,27.513591,17.148,15.377,14.724,15.899,14.443,,,28.0248,estrella
194.943872,27.567903,15.913,15.481,15.47,15.533,15.652,-8.0E-5,-24.000000000000004,24.7638,estrella
194.945914,27.664841,18.079,16.592,16.102,15.951,15.898,,,18.9465,estrella
194.958069,27.498389,17.879,16.423,15.866,15.676,15.603,,,28.9313,estrella
194.97732,27.606102,13.678,12.498,12.06,11.951,11.964,,,22.5045,estrella
194.981911,27.505624,19.735,17.426,16.417,16.061,15.884,,,28.5375,estrella
194.989438,27.428785,18.267,16.66,16.049,15.825,15.719,,,33.163,estrella
194.990622,27.395484,20.943,18.553,17.507,17.14,16.937,,,35.1614,estrella
194.994021,27.616719,17.015,15.271,15.109,14.47,14.39,,,21.9389,estrella
194.997574,27.567018,20.499,17.989,16.941,16.59,16.403,,,24.9253,estrella
195.010186,27.612837,19.257,18.035,17.502,17.181,17.119,0.11274,33822.0,22.2715,galaxia
195.012565,27.540092,21.095,18.558,17.199,16.667,16.342,,,26.6169,estrella
195.013079,27.423705,21.382,18.98,17.552,16.848,16.449,,,33.5635,estrella
195.015013,27.655285,20.998,18.331,17.123,16.608,16.314,,,19.7925,estrella
195.016882,27.512688,18.989,17.827,17.243,16.888,16.734,0.12721,38163.0,28.2768,galaxia
195.026302,27.440876,17.629,16.178,15.595,15.381,15.293,,,32.6146,estrella
195.043379,27.594997,17.913,16.578,15.839,15.49,15.244,0.01866,5598.0,23.6266,galaxia
195.046028,27.480776,20.316,18.596,17.463,16.985,16.656,0.15689,47067.0,30.3918,galaxia
195.046668,27.460084,19.619,18.304,17.596,17.26,17.07,0.02282,6846.0,31.6228,galaxia
195.052533,27.402764,19.348,17.953,17.453,17.309,17.198,,,35.0691,estrella
195.053832,27.396512,19.782,18.419,17.74,17.414,17.109,0.29843,89528.99999999999,35.4504,galaxia
195.054991,27.622123,21.033,18.337,16.846,15.842,15.296,,,22.1778,estrella
195.055921,27.525722,20.644,18.301,16.915,15.994,15.502,,,27.8327,estrella
195.064321,27.594159,18.055,16.381,15.659,15.484,15.357,,,23.9261,estrella
195.065469,27.449428,20.754,18.314,17.289,16.938,16.748,,,32.4236,estrella
195.074226,27.387516,17.23,15.86,15.345,15.055,14.779,0.03678,11034.0,36.1614,galaxia
195.074954,27.385966,18.292,17.618,17.577,17.398,17.533,,,36.2598,galaxia
195.079594,27.553721,17.419,15.662,14.836,14.457,14.268,0.01964,5892.0,26.4784,galaxia
195.083842,27.615706,20.679,18.584,17.559,17.134,16.801,0.14499,43497.0,22.9674,galaxia
195.093245,27.623552,18.521,16.917,16.191,15.831,15.648,0.02536,7608.0,22.6781,galaxia
195.100788,27.491418,18.025,16.707,16.18,16.007,15.942,,,30.3807,estrella
195.104915,27.55226,18.421,17.079,16.388,16.008,15.765,0.02424,7272.0,26.935,galaxia
195.108091,27.496149,18.303,17.185,16.774,16.645,16.599,,,30.21,estrella
195.111897,27.515591,17.739,15.962,15.186,14.819,14.588,0.02595,7785.0,29.1471,galaxia
195.115212,27.625208,18.987,17.364,16.677,16.337,16.15,0.01959,5877.0,22.995,galaxia
195.120822,27.467046,17.572,16.419,15.993,15.853,15.817,,,32.0752,estrella
195.121804,27.514842,17.441,15.941,15.635,15.45,15.361,1.32939,398817.0,29.3466,galaxia
195.137619,27.594016,17.3,16.084,15.667,15.531,15.477,,,25.1795,estrella
195.139784,27.504124,17.148,16.341,16.037,15.911,15.782,0.01861,5583.000000000001,30.2593,galaxia
195.140293,27.637748,16.415,15.44,15.151,14.971,14.75,0.02496,7488.0,22.8461,galaxia
195.148648,27.574225,17.48,15.85,15.106,14.74,14.508,0.017,5100.0,26.5017,galaxia
194.200721,27.988207,18.626,17.661,17.354,17.248,17.199,,,39.8573,estrella
194.235822,28.143716,15.984,14.589,14.149,14.028,14.008,,,39.2092,estrella
194.249963,27.970172,20.032,18.396,17.713,17.469,17.341,,,37.2539,estrella
194.270202,28.209683,18.593,17.944,17.619,17.473,17.579,0.01718,5154.0,38.6628,galaxia
194.287894,28.124212,17.67,16.588,16.246,16.118,16.109,,,36.2532,estrella
194.289602,28.228074,19.514,17.459,16.652,16.252,16.015,0.06819,20457.0,38.1182,galaxia
194.29296,28.061589,18.608,16.396,15.457,15.125,14.967,,,35.2921,estrella
194.292981,28.072387,17.437,15.635,15.004,14.797,14.721,,,35.3843,estrella
194.301192,28.095375,19.538,18.207,17.479,17.297,17.077,1.29376,388128.0,35.1949,galaxia
194.302935,28.133655,19.375,18.341,17.619,17.366,17.152,0.02324,6972.0,35.6205,galaxia
194.307751,28.217606,19.916,19.072,17.614,17.049,16.745,0.25997,77991.0,36.991,galaxia
194.308955,28.23304,19.787,17.751,16.914,16.552,16.366,,,37.2963,estrella
194.340773,28.026597,17.844,16.745,16.374,16.26,16.232,,,32.5458,estrella
194.342582,28.210713,19.28,17.447,16.684,16.394,16.258,,,35.1326,estrella
194.343138,28.063294,20.445,17.75,16.38,15.736,15.396,,,32.6768,estrella
194.360002,28.149331,20.867,18.238,17.037,16.576,16.335,,,32.9847,estrella
194.366001,28.181486,16.036,14.812,14.373,15.063,14.214,,,33.3265,estrella
194.368464,28.176427,17.505,15.597,14.784,14.343,14.11,0.02725,8175.0,33.0967,galaxia
194.372591,28.169094,31.662,19.309,17.185,16.276,15.913,,,32.7389,galaxia
194.374967,28.188072,16.878,14.898,14.12,13.688,13.417,0.02313,6939.0,33.0305,galaxia
194.376448,28.198585,32.855,32.735,17.244,17.131,15.637,,,33.2,galaxia
194.380146,28.018424,19.195,17.909,17.287,16.899,16.699,0.02351,7053.0,30.4287,galaxia
194.383371,28.104576,19.129,17.366,16.697,16.453,16.34,,,31.0652,estrella
194.383877,28.208073,19.328,18.018,17.525,17.345,17.274,,,33.0686,estrella
194.385061,28.111421,17.723,16.766,16.416,16.296,16.274,1.7E-4,51.00000000000001,31.0786,estrella
194.385357,28.169331,32.175,28.874,17.391,16.599,16.939,,,32.1105,galaxia
194.38629,28.016477,16.986,15.34,14.744,14.528,14.439,,,30.0958,estrella
194.387036,28.177306,30.39,18.156,17.371,16.477,16.536,,,32.1986,galaxia
194.38707,28.188007,20.296,18.316,17.609,17.377,17.237,,,32.4365,estrella
