ra,dec,u,g,r,i,z,redshift,velocidad,distancia_arcmin,tipo
194.458935,28.425639,18.628,17.591,17.204,17.06,17.014,6.0E-5,18.0,37.3552,estrella
194.461335,28.289451,18.643,17.439,17.284,17.262,17.256,,,31.9375,estrella
194.461678,28.442452,18.23,16.536,15.926,15.729,15.646,,,37.9822,estrella
194.466449,28.327207,19.663,17.333,16.192,15.766,15.54,,,33.0888,estrella
194.472824,28.287223,19.241,16.784,15.738,15.368,15.181,,,31.366,estrella
194.487777,28.394601,16.748,15.805,15.548,15.459,15.448,,,34.9607,estrella
194.487983,28.268674,17.901,15.97,15.209,14.954,14.837,,,30.0684,estrella
194.502079,28.295675,19.723,17.986,17.142,16.766,16.572,,,30.4377,estrella
194.505989,28.375096,16.933,15.973,15.67,15.447,15.557,,,33.4532,estrella
194.508327,28.456361,18.628,17.579,16.914,16.581,16.435,0.16127,48381.0,36.9796,galaxia
194.516644,28.411566,19.601,17.979,17.323,17.086,16.983,,,34.6554,estrella
194.524303,28.370958,17.975,16.666,16.045,15.762,15.631,0.02545,7635.0,32.5974,galaxia
194.524771,28.496213,16.158,14.645,14.008,13.745,13.617,,,38.3331,estrella
194.525048,28.500278,18.364,16.762,16.112,15.848,15.725,-4.1E-4,-123.0,38.5213,estrella
194.527987,28.519057,20.685,17.925,16.555,15.715,15.277,,,39.349,estrella
194.537274,28.355882,18.111,16.949,16.546,16.39,16.345,,,31.4717,estrella
194.538757,28.422745,17.606,15.241,14.221,13.864,13.691,,,34.4021,estrella
194.545892,28.321162,16.795,15.205,14.69,14.53,14.488,,,29.6866,estrella
194.546912,28.407499,19.426,17.969,17.378,17.157,17.062,,,33.424,estrella
194.561729,28.271904,17.977,16.283,15.642,15.423,15.317,,,27.0934,estrella
194.562768,28.521782,18.233,17.055,16.605,16.404,16.353,0.02304,6912.0,38.4673,galaxia
194.563669,28.362601,21.041,18.556,17.417,17.006,16.763,,,30.8111,estrella
194.307773,27.639511,20.077,18.423,17.627,17.272,16.943,0.06742,20225.999999999996,39.8865,galaxia
194.327298,27.653073,20.181,17.809,16.444,15.09,14.393,,,38.5782,estrella
194.331643,27.613785,18.986,17.531,16.911,16.659,16.408,0.0259,7770.0,39.6435,galaxia
194.358832,27.659399,18.85,17.612,17.234,17.042,17.38,0.01686,5058.0,36.9478,galaxia
194.364627,27.636255,19.0,17.595,16.915,16.58,16.426,0.02682,8046.0,37.4366,galaxia
194.380225,27.605621,17.642,17.096,16.004,15.478,15.392,,,37.8163,galaxia
194.386816,27.610347,16.295,14.45,13.612,13.188,12.923,0.02013,6039.0,37.3659,galaxia
194.389191,27.548562,18.816,17.844,17.54,17.446,17.392,,,39.5928,estrella
194.404662,27.634498,19.543,18.08,17.243,16.812,16.57,0.06945,20835.0,35.7452,galaxia
194.414208,27.606077,19.538,17.662,16.795,16.39,16.094,0.07007,21020.999999999996,36.3653,galaxia
194.424778,27.669282,18.388,16.364,15.492,15.168,15.01,,,33.6775,estrella
194.428534,27.621354,19.018,17.143,16.275,15.873,15.598,0.06801,20403.0,35.2004,galaxia
194.429425,27.607861,19.689,17.895,16.976,16.514,16.246,0.0684,20520.0,35.6663,galaxia
194.42977,27.604173,20.269,18.124,17.21,16.911,16.767,,,35.7916,estrella
194.430132,27.577594,18.554,17.057,16.323,15.97,15.747,0.02411,7233.0,36.8067,galaxia
194.438998,27.534141,21.512,18.896,17.424,16.307,15.717,,,38.236,estrella
194.439767,27.525629,16.382,15.247,14.864,14.736,14.721,,,38.5674,estrella
194.453747,27.626999,18.939,17.806,17.373,17.231,17.185,,,33.9389,estrella
194.460665,27.643733,19.257,17.76,17.033,16.733,16.484,0.02272,6816.0,33.0278,galaxia
194.461482,27.490864,20.009,18.323,17.55,17.185,16.885,0.02452,7356.0,39.2986,galaxia
194.465099,27.487251,18.443,17.378,17.441,17.53,17.676,,,39.3345,estrella
194.466375,27.490462,16.76,16.684,17.164,16.133,14.189,,,39.1447,galaxia
194.475111,27.549418,21.289,18.792,17.66,17.223,16.949,,,36.2309,estrella
194.476086,27.496068,17.015,16.881,17.17,16.898,14.39,,,38.5515,galaxia
194.476511,27.490633,17.312,15.85,15.194,14.855,14.628,0.01661,4983.0,38.7837,galaxia
194.477996,27.615904,17.403,15.723,14.833,14.417,14.135,0.06786,20358.0,33.3777,galaxia
194.479759,27.662021,18.684,16.637,15.815,15.547,15.423,,,31.5543,estrella
194.484286,27.581349,17.364,16.28,16.103,15.981,15.875,0.01655,4965.0,34.5336,galaxia
194.495577,27.546566,17.799,16.903,16.502,16.341,16.283,,,35.6038,estrella
194.503139,27.453987,18.945,17.278,16.536,16.159,15.857,0.02562,7686.0,39.6095,galaxia
194.503984,27.559124,24.634,25.124,16.541,16.191,17.266,,,34.7479,galaxia
194.504279,27.559019,15.569,14.212,13.82,13.682,13.589,,,34.7417,estrella
194.506495,27.489666,16.785,15.271,14.549,14.208,14.009,0.02543,7629.0,37.8095,galaxia
194.514367,27.633305,18.437,16.641,15.734,15.322,15.03,0.06803,20408.999999999996,31.2377,galaxia
194.517047,27.635848,20.844,18.458,17.503,17.163,17.018,,,31.0298,estrella
194.524488,27.534759,21.101,18.738,17.483,16.948,16.671,,,35.1126,estrella
194.525603,27.587829,20.334,18.124,17.176,16.821,16.652,,,32.7071,estrella
194.528443,27.576876,18.415,17.086,16.329,15.956,15.769,0.02501,7503.0,33.0816,galaxia
194.532011,27.50961,13.674,12.529,12.174,12.053,12.035,,,36.0277,estrella
194.534294,27.467737,21.097,18.656,17.25,16.47,16.055,,,37.9615,estrella
194.538067,27.450416,20.52,18.546,17.589,17.22,17.001,,,38.6952,estrella
194.540409,27.549421,18.85,17.142,16.368,16.008,15.681,0.02327,6981.0,33.8939,galaxia
194.544998,27.451091,17.946,16.863,16.449,16.29,16.241,,,38.4532,estrella
194.547055,27.641667,20.138,17.602,16.325,15.784,15.487,,,29.6203,estrella
194.548607,27.542482,19.668,18.572,17.657,17.386,16.902,0.02375,7125.0,33.9362,galaxia
194.551221,27.43819,18.013,16.557,15.985,15.744,15.717,,,38.9136,estrella
195.154722,28.590608,16.85,15.339,14.81,14.656,14.605,,,38.1245,estrella
195.163761,28.609655,18.032,16.066,15.239,14.951,14.804,,,39.3553,estrella
195.166201,28.593417,18.879,17.781,17.388,17.271,17.241,,,38.4596,estrella
195.307764,28.550991,17.821,16.827,16.383,16.214,16.157,,,39.0265,estrella
